class;term;comment
independent continuant;gross anatomical part;Anatomical structure that is part of a multicellular organism and is at the gross anatomical level, e.g. above the level of a cell. Included are portions of organism substances such as blood, multi-cell-part structures such as axon tracts, acellular anatomical structures such as hair, and organism subdivisions such as head. Excluded is the whole organism and more granular parts of the organism, such as atoms, molecules, macromolecular complexes and cells.
two-dimensional spatial region;developmental compartment boundary;A two dimensional anatomical entity that is not a morphological boundary and that cells do not cross during development.
two-dimensional spatial region;morphological boundary;A two dimensional anatomical structure that corresponds to some structural discontinuity.
two-dimensional spatial region;bona-fide anatomical boundary;An anatomical boundary that corresponds to some physical discontinuity.
two-dimensional spatial region;gene expression boundary;A two dimensional anatomical entity that is the boundary of a domain of expression of some gene.
independent continuant;atypical epithelium;Epithelium that consists of epithelial cells not arranged in one ore more layers.
independent continuant;simple squamous epithelium;Unilaminar epithelium that consists of a single layer of squamous cells.
two-dimensional spatial region;anatomical surface;A two dimensional anatomical structure that is the boundary between an anatomical structure and an anatomical substance, an anatomical space or the organism's environment. Examples include the surface of your skin, the surface of the lining of your gut. the surface of the endothelium of you aorta that is in contact with blood.
independent continuant;organism subdivision;Anatomical structure which is a subdivision of a whole organism, consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument.
two-dimensional spatial region;fiat anatomical boundary;A two dimensional anatomical entity that does not correspond to any physical discontinuity.
independent continuant;multi-cell-part structure;A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part.
independent continuant;neuron projection bundle;A fasciculated bundle of neuron projections (GO:0043005), largely or completely lacking synapses.
independent continuant;unilaminar epithelium;Epithelium that consists of a single layer of epithelial cells.
independent continuant;cavitated compound organ;Compound organ that contains one or more macroscopic anatomical spaces.
material entity;asexual multi-cellular organism;Multi-cellular organism that does not produce gametes.
independent continuant;solid compound organ;Compound organ that does not contain macroscopic anatomical spaces.
material entity;hermaphroditic organism;Multi-cellular organism that can produce both male and female gametes.
independent continuant;multilaminar epithelium;Epithelium that consists of more than one layer of epithelial cells.
material entity;female organism;Gonochoristic organism that can produce female gametes.
independent continuant;appendage subdivision;A subdivision of an appendage along its proximal-distal axis, consisting consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument.
material entity;male organism;Gonochoristic organism that can produce male gametes.
independent continuant;biological entity;Entity that is, is part of, or derived from an organism, virus, or viroid or a collection of them.
independent continuant;expression pattern;The mereological sum of all cells in a single organism in which expression of some specified gene occurs.
independent continuant;epithelium;Portion of tissue, that consists of one or more layers of epithelial cells connected to each other by cell junctions and which is underlain by a basal lamina.
independent continuant;clustered anatomical group;Anatomical group whose parts are close together, forming a cluster.
independent continuant;simple organ;An organ that consists of a single multi-tissue structure.
independent continuant;segment body;One of a set of semi-repetitive organism subdivisions serially arranged along the anterior-posterior axis of an organism and excluding appendages if present.
independent continuant;compound organ;An organ consisting of multiple, distinct multi-tissue structures.
independent continuant;simple columnar epithlium;Unilaminar epithelium that consists of a single layer of columnar cells.
independent continuant;integumentary system;Connected anatomical system that forms a barrier between an animal and its environment - generally consisting of an epidermis, which may be covered by some acellular structure.
independent continuant;simple cuboidal epithelium;Unilaminar epithelium that consists of a single layer of cuboidal cells.
independent continuant;aligned anatomical group;An anatomical group whose members are arranged in a line.
site;cell space;Anatomical space that is part of a cell.
independent continuant;epidermis;Epithelium of the integumentary system.
material entity;unicellular organism;Organism that consists of a single cell for all of its life-cycle.
independent continuant;portion of cell substance;Portion of organism substance located within a cell.
independent continuant;compound organ component;Multi-tissue structure that is part of a compound organ.
independent continuant;cell cluster;A cluster of cells, largely surrounded by a morphological boundary.
independent continuant;multi organ part structure;A multicellular anatomical structure that has subparts of multiple organs as a part.
independent continuant;organ;A multicellular anatomical structure largely delimited by a morphological boundary whose components work together to make the whole structure capable of a specific function.
independent continuant;cellular anatomical structure;An anatomical structure consisting of one or more cells.
independent continuant;neuron projection bundle subsegment;A subdivision of a neuron projection along its long axis that is as long as it is wide (and so does not qualify as fiber-shaped).
independent continuant;cell part;Anatomical structure that is part of a cell and that has a granularity level equal to that of a protein complex or higher.
independent continuant;single tissue organ;An single tissue, largely surrounded by a morpholigical boundary, whose cells work together to make the whole structure capable of a specific function.
independent continuant;neuron projection bundle segment;A fiber-shaped subdivision of a neuron projection along its long axis.
independent continuant;cell cluster organ;A small cluster of cells of various types which form a discrete structure, largely delimited by a morphological boundary and whose components work together to make the whole structure capable of a specific function.
independent continuant;multicellular anatomical structure;An anatomical structure that has more than one cell as a part.
independent continuant;segment;One of a set of semi-repetitive organism subdivisions serially arranged along the anterior-posterior axis of an organism, including appendages if present.
material entity;cellular organism;An individual member of a clade of cellular organisms.
independent continuant;appendage;An organism subdivision that protrudes from the body.
independent continuant;compound cell cluster organ;An anatomical structure consisting of multiple cell cluster organs, largely delimited by a morphological boundary and whose components work together to make the whole structure capable of a specific function.
independent continuant;epithelial tube;An epithelium that is rolled into a tube.
independent continuant;appendage segment;One of a set of semi-repetitive organism subdivisions serially arranged along the proximal-distal axis of an appendage
independent continuant;tagma;A subdivision of the organism along the anterior-posterior axis that consists of multiple adjacent segments that are either fused, and/or share more structure with each other than with segments in adjacent tagmata.
independent continuant;connected anatomical system;Multicellular, connected anatomical structure that has multiple organs as parts and whose parts work together to achieve some shared function.
independent continuant;multi-tissue structure;Anatomical structure that has as its parts two or more portions of tissue of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona-fide boundaries from other distinct structural units of different types.
two-dimensional spatial region;anatomical boundary;A non-material anatomical entity of two dimensions. Anatomical boundaries are contiguous structures.
independent continuant;cell;An anatomical structure that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.
independent continuant;unpaired appendage;
material entity;multicellular organism;Anatomical structure that is an individual member of a clade and, at some point in its life-cycle, consists of more than one cell.
independent continuant;paired appendage;An appendage that is one of a bilateral pair.
material entity;protogynous hermaphroditic organism;Sequential hermaphroditic organism that produces\ngametes first of the female sex, and then later of the\nmale sex.
independent continuant;disconnected anatomical group;Material anatomical entity consisting of multiple anatomical structures that are not connected to each other.
