class;term;comment
material entity;Y.pl nucleus;nucleus of pedigree Y.pl
material entity;Y.p nucleus;nucleus of pedigree Y.p
material entity;ABarpappaa nucleus;nucleus of pedigree ABarpappaa
material entity;ABplaaapaa nucleus;nucleus of pedigree ABplaaapaa
material entity;W.p nucleus;nucleus of pedigree W.p
material entity;W.ap nucleus;nucleus of pedigree W.ap
material entity;W.aaa nucleus;nucleus of pedigree W.aaa
material entity;W.aa nucleus;nucleus of pedigree W.aa
material entity;W.a nucleus;nucleus of pedigree W.a
material entity;ABprapaapa nucleus;nucleus of pedigree ABprapaapa
material entity;MSaappap nucleus;nucleus of pedigree MSaappap
material entity;MSaaappp nucleus;nucleus of pedigree MSaaappp
material entity;MSaappaa nucleus;nucleus of pedigree MSaappaa
material entity;MSpapappp nucleus;nucleus of pedigree MSpapappp
material entity;MSaapappp nucleus;nucleus of pedigree MSaapappp
material entity;MSpaapapp nucleus;nucleus of pedigree MSpaapapp
material entity;ABprpappppa nucleus;nucleus of pedigree ABprpappppa
material entity;ABprpappppp nucleus;nucleus of pedigree ABprpappppp
material entity;P12.app nucleus;nucleus of pedigree P12.app
material entity;P11.app nucleus;nucleus of pedigree P11.app
material entity;P10.app nucleus;nucleus of pedigree P10.app
material entity;P9.app nucleus;nucleus of pedigree P9.app
material entity;P8.app nucleus;nucleus of pedigree P8.app
material entity;P7.app nucleus;nucleus of pedigree P7.app
material entity;P6.app nucleus;nucleus of pedigree P6.app
material entity;P5.app nucleus;nucleus of pedigree P5.app
material entity;P4.app nucleus;nucleus of pedigree P4.app
material entity;P3.app nucleus;nucleus of pedigree P3.app
material entity;P2.app nucleus;nucleus of pedigree P2.app
material entity;P1.app nucleus;nucleus of pedigree P1.app
material entity;W.pp nucleus;nucleus of pedigree W.pp
material entity;P4.aap nucleus;nucleus of pedigree P4.aap
material entity;P10.aaap nucleus;nucleus of pedigree P10.aaap
material entity;P9.aaap nucleus;nucleus of pedigree P9.aaap
material entity;P8.aaap nucleus;nucleus of pedigree P8.aaap
material entity;P7.aaap nucleus;nucleus of pedigree P7.aaap
material entity;P6.aaap nucleus;nucleus of pedigree P6.aaap
material entity;P5.aaap nucleus;nucleus of pedigree P5.aaap
material entity;P4.aaap nucleus;nucleus of pedigree P4.aaap
material entity;P3.aaap nucleus;nucleus of pedigree P3.aaap
material entity;P2.aaap nucleus;nucleus of pedigree P2.aaap
material entity;W.aap nucleus;nucleus of pedigree W.aap
material entity;P1.aaap nucleus;nucleus of pedigree P1.aaap
material entity;P12.aaaa nucleus;nucleus of pedigree P12.aaaa
material entity;P11.aaaa nucleus;nucleus of pedigree P11.aaaa
material entity;P10.aaaa nucleus;nucleus of pedigree P10.aaaa
material entity;P9.aaaa nucleus;nucleus of pedigree P9.aaaa
material entity;P8.aaaa nucleus;nucleus of pedigree P8.aaaa
material entity;P7.aaaa nucleus;nucleus of pedigree P7.aaaa
material entity;P6.aaaa nucleus;nucleus of pedigree P6.aaaa
material entity;P5.aaaa nucleus;nucleus of pedigree P5.aaaa
material entity;P4.aaaa nucleus;nucleus of pedigree P4.aaaa
material entity;P3.aaaa nucleus;nucleus of pedigree P3.aaaa
material entity;P2.aaaa nucleus;nucleus of pedigree P2.aaaa
material entity;W.pa nucleus;nucleus of pedigree W.pa
material entity;V6R.pppppp nucleus;nucleus of pedigree V6R.pppppp
material entity;V6R.pppppap nucleus;nucleus of pedigree V6R.pppppap
material entity;V6R.pppppaap nucleus;nucleus of pedigree V6R.pppppaap
material entity;V6R.pppppaa nucleus;nucleus of pedigree V6R.pppppaa
material entity;exc gl R nucleus;right nucleus of binuclear syncytium excretory glands, fused, send processes to ring,open into excretory duct.
material entity;exc gl L nucleus;left nucleus of binuclear syncytium excretory gland, fused, send processes to ring,open into excretory duct.
material entity;V6R.pppppa nucleus;nucleus of pedigree V6R.pppppa
material entity;V6R.ppppp nucleus;nucleus of pedigree V6R.ppppp
material entity;V6R.papa nucleus hermaphrodite;nucleus of pedigree V6R.papa in hermaphrodite.
material entity;V6R.pppa nucleus male;nucleus of pedigree V6R.pppa in male.
material entity;V6L.ppppa nucleus male;nucleus of pedigree V6L.ppppa in male.
material entity;V6R.papa nucleus male;nucleus of pedigree V6R.papa in male.
material entity;V6R.ppppa nucleus hermaphrodite;nucleus of pedigree V6R.ppppa in hermaphrodite.
material entity;V6R.pppa nucleus hermaphrodite;nucleus of pedigree V6R.pppa in hermaphrodite.
material entity;V6R.ppppa nucleus male;nucleus of pedigree V6R.ppppa in male.
material entity;V6L.pppa nucleus male;nucleus of pedigree V6L.pppa in male.
material entity;V6L.ppppa nucleus hermaphrodite;nucleus of pedigree V6L.ppppa in hermaphrodite.
material entity;V6L.pppa nucleus hermaphrodite;nucleus of pedigree V6L.pppa in hermaphrodite.
material entity;V5L.pppa nucleus hermaphrodite;nucleus of pedigree V5L.pppa in hermaphrodite.
material entity;V5L.pppa nucleus male;nucleus of pedigree V5L.pppa in male.
material entity;TR.apap nucleus hermaphrodite;nucleus of pedigree TR.apap in hermaphrodite.
material entity;TR.apap nucleus male;nucleus of pedigree TR.apap in male.
material entity;V6L.papa nucleus hermaphrodite;nucleus of pedigree V6L.papa in hermaphrodite.
material entity;V6L.papa nucleus male;nucleus of pedigree V6L.papa in male.
material entity;V5R.pppa nucleus hermaphrodite;nucleus of pedigree V5R.pppa in hermaphrodite.
material entity;V5R.pppa nucleus male;nuelceus of pedigree V5R.pppa in male.
material entity;TL.apap nucleus hermaphrodite;nucleus of pedigree TL.apap in hermaphrodite.
material entity;P11.p nucleus hermaphrodite;nucleus of pedigree P11.p in hermaphrodite.
material entity;TL.apap nucleus male;nucleus of pedigree TL.apap in male.
independent continuant;hyp7 syncytium male;hyp7 syncytium in male.
independent continuant;hyp7 syncytium hermaphrodite;hyp7 syncytium in hermaphrodite.
material entity;P10.p nucleus hermaphrodite;nucleus of pedigree P10.p in hermaphrodite.
material entity;P11.p nucleus male;nucleus of pedigree P11.p in male.
material entity;P10.p nucleus male;nucleus of pedigree P10.p in male.
material entity;Z1.a nucleus;nucleus of pedigree Z1.a.
material entity;Z1.a nucleus male;nucleus of pedigree Z1.a in male.
material entity;ABprppppapa nucleus;nucleus of pedigree ABprppppapa.
material entity;ABprppppapa nucleus hermaphrodite;nucleus of pedigree ABprppppapa in hermaphrodite.
material entity;Z4.p nucleus;nucleus of pedigree Z4.p.
material entity;Z4.p nucleus male;nucleus of pedigree Z4.p in male.
material entity;P11.ppaa nucleus;
independent continuant;hyp9 nucleus;nucleus of hyp9 cell.
material entity;P11.ppap nucleus;
material entity;Y.plppd nucleus;
independent continuant;hyp8 nucleus;nucleus of hyp8 cell.
material entity;Z4.aapaappap nucleus male;
material entity;Z4.apaaaa nucleus male;
material entity;Z4.aapaappp nucleus male;
material entity;Z4.aapaappaa nucleus male;
material entity;Z4.apaaaap nucleus;
material entity;Z4.apaaaa nucleus hermaphrodite;
material entity;Z4.apaaaaa nucleus;
material entity;Z4.aapaapap nucleus male;
material entity;Z4.aapaappa nucleus male;
material entity;Z4.aapaapaa nucleus male;
material entity;Z4.aapaaa nucleus male;Nucleus of pedigree Z4.aapaaa in male.
material entity;Z4.aapaap nucleus male;Nucleus of pedigree Z4.aapaap in male.
material entity;Z4.aapapa nucleus male;
material entity;Z4.aapapp nucleus male;
material entity;Z4.aapaapa nucleus male;
material entity;Z4.aapaapp nucleus male;
material entity;Z4.aapaaaa nucleus male;
material entity;Z4.aapaaap nucleus male;
material entity;Z4.aapaa nucleus male;
material entity;Z4.aapap nucleus male;
material entity;Z4.aappp nucleus male;
material entity;Z4.aaaaappp nucleus male;
material entity;Z4.aaaaappap nucleus male;
material entity;Z4.aaaaapap nucleus male;
material entity;Z4.aaaaappa nucleus male;
material entity;Z4.aapp nucleus male;
material entity;Z4.aappa nucleus male;
material entity;Z4.aaaaappaa nucleus male;
material entity;Z4.aapa nucleus male;
material entity;Z4.aaaaapaa nucleus male;
material entity;V6R.pppp nucleus;nucleus of pedigree V6R.pppp
material entity;V6R.pppapp nucleus;nucleus of pedigree V6R.pppapp
material entity;V6R.pppapap nucleus;nucleus of pedigree V6R.pppapap
material entity;V6R.pppapaap nucleus;nucleus of pedigree V6R.pppapaap
material entity;V6R.ppppap nucleus;nucleus of pedigree V6R.ppppap
material entity;V6R.ppppaap nucleus;nucleus of pedigree V6R.ppppaap
material entity;V6R.ppppaaap nucleus;nucleus of pedigree V6R.ppppaaap
material entity;V6R.ppppaaa nucleus;nucleus of pedigree V6R.ppppaaa
material entity;V6R.ppppaa nucleus;nucleus of pedigree V6R.ppppaa
material entity;V6R.ppppa nucleus;nucleus of pedigree V6R.ppppa
material entity;V6R.pp nucleus;nucleus of pedigree V6R.pp
material entity;V6R.papppp nucleus;nucleus of pedigree V6R.papppp
material entity;V6R.papppap nucleus;nucleus of pedigree V6R.papppap
material entity;V6R.pppapaa nucleus;nucleus of pedigree V6R.pppapaa
material entity;V6R.pppapa nucleus;nucleus of pedigree V6R.pppapa
material entity;V6R.pppap nucleus;nucleus of pedigree V6R.pppap
material entity;V6R.pppaa nucleus;nucleus of pedigree V6R.pppaa
material entity;V6R.pppa nucleus;nucleus of pedigree V6R.pppa
material entity;V6R.ppp nucleus;nucleus of pedigree V6R.ppp
material entity;V6R.ppa nucleus;nucleus of pedigree V6R.ppa
material entity;V6R.papapaap nucleus;nucleus of pedigree V6R.papapaap
material entity;V6R.papapaa nucleus;nucleus of pedigree V6R.papapaa
material entity;V6R.papppaap nucleus;nucleus of pedigree V6R.papppaap
material entity;V6R.papppaa nucleus;nucleus of pedigree V6R.papppaa
material entity;V6R.papppa nucleus;nucleus of pedigree V6R.papppa
material entity;V6R.pappp nucleus;nucleus of pedigree V6R.pappp
material entity;V6R.pappa nucleus;nucleus of pedigree V6R.pappa
material entity;V6R.papp nucleus;nucleus of pedigree V6R.papp
material entity;V6R.papapp nucleus;nucleus of pedigree V6R.papapp
material entity;V6R.papapap nucleus;nucleus of pedigree V6R.papapap
material entity;V6R.papapa nucleus;nucleus of pedigree V6R.papapa
material entity;ABarpppppp nucleus;nucleus of pedigree ABarpppppp
material entity;V6R.papap nucleus;nucleus of pedigree V6R.papap
material entity;V6R.papaa nucleus;nucleus of pedigree V6R.papaa
material entity;V6R.papa nucleus;nucleus of pedigree V6R.papa
material entity;V6R.pap nucleus;nucleus of pedigree V6R.pap
material entity;V6R.paa nucleus;nucleus of pedigree V6R.paa
material entity;V6R.pa nucleus;nucleus of pedigree V6R.pa
material entity;V6R.p nucleus;nucleus of pedigree V6R.p
material entity;V6R.a nucleus;nucleus of pedigree V6R.a
material entity;V6L.pppppp nucleus;nucleus of pedigree V6L.pppppp
material entity;V6L.pppppap nucleus;nucleus of pedigree V6L.pppppap
material entity;V6L.pppppaap nucleus;nucleus of pedigree V6L.pppppaap
material entity;V6L.pppppaa nucleus;nucleus of pedigree V6L.pppppaa
material entity;V6L.pppppa nucleus;nucleus of pedigree V6L.pppppa
material entity;V6L.ppppp nucleus;nucleus of pedigree V6L.ppppp
material entity;V6L.ppppap nucleus;nucleus of pedigree V6L.ppppap
material entity;V6L.ppppaap nucleus;nucleus of pedigree V6L.ppppaap
material entity;V6L.ppppaaap nucleus;nucleus of pedigree V6L.ppppaaap
material entity;V6L.ppppaaa nucleus;nucleus of pedigree V6L.ppppaaa
material entity;V6L.ppppaa nucleus;nucleus of pedigree V6L.ppppaa
material entity;V6L.ppppa nucleus;nucleus of pedigree V6L.ppppa
material entity;V6L.pppp nucleus;nucleus of pedigree V6L.pppp
material entity;V6L.pppapp nucleus;nucleus of pedigree V6L.pppapp
material entity;V6L.pppapap nucleus;nucleus of pedigree V6L.pppapap
material entity;V6L.pppapaap nucleus;nucleus of pedigree V6L.pppapaap
material entity;V6L.pppapaa nucleus;nucleus of pedigree V6L.pppapaa
material entity;V6L.pppapa nucleus;nucleus of pedigree V6L.pppapa
material entity;V6L.pppap nucleus;nucleus of pedigree V6L.pppap
material entity;V6L.pppaa nucleus;nucleus of pedigree V6L.pppaa
material entity;V6L.pppa nucleus;nucleus of pedigree V6L.pppa
material entity;V6L.ppp nucleus;nucleus of pedigree V6L.ppp
material entity;V6L.ppa nucleus;nucleus of pedigree V6L.ppa
material entity;V6L.pp nucleus;nucleus of pedigree V6L.pp
material entity;V6L.papppp nucleus;nucleus of pedigree V6L.papppp
material entity;V6L.papppap nucleus;nucleus of pedigree V6L.papppap
material entity;V6L.papppaap nucleus;nucleus of pedigree V6L.papppaap
material entity;V6L.papppaa nucleus;nucleus of pedigree V6L.papppaa
material entity;V6L.papppa nucleus;nucleus of pedigree V6L.papppa
material entity;V6L.pappp nucleus;nucleus of pedigree V6L.pappp
material entity;V6L.pappa nucleus;nucleus of pedigree V6L.pappa
material entity;V6L.papp nucleus;nucleus of pedigree V6L.papp
material entity;V6L.papapp nucleus;nucleus of pedigree V6L.papapp
material entity;V6L.papapap nucleus;nucleus of pedigree V6L.papapap
material entity;V6L.papapaap nucleus;nucleus of pedigree V6L.papapaap
material entity;V6L.papapaa nucleus;nucleus of pedigree V6L.papapaa
material entity;V6L.papapa nucleus;nucleus of pedigree V6L.papapa
material entity;V6L.papap nucleus;nucleus of pedigree V6L.papap
material entity;V6L.papaa nucleus;nucleus of pedigree V6L.papaa
material entity;V6L.papa nucleus;nucleus of pedigree V6L.papa
material entity;V6L.pap nucleus;nucleus of pedigree V6L.pap
material entity;V6L.paa nucleus;nucleus of pedigree V6L.paa
material entity;V6L.pa nucleus;nucleus of pedigree V6L.pa
material entity;V6L.p nucleus;nucleus of pedigree V6L.p
material entity;V6L.a nucleus;nucleus of pedigree V6L.a
material entity;ABarppappp nucleus;nucleus of pedigree ABarppappp
material entity;V5R.pppppp nucleus;nucleus of pedigree V5R.pppppp
material entity;V5R.pppppap nucleus;nucleus of pedigree V5R.pppppap
material entity;V5R.pppppaap nucleus;nucleus of pedigree V5R.pppppaap
material entity;V5R.pppppaa nucleus;nucleus of pedigree V5R.pppppaa
material entity;V5R.pppppa nucleus;nucleus of pedigree V5R.pppppa
material entity;V5R.ppppp nucleus;nucleus of pedigree V5R.ppppp
material entity;V5R.ppppa nucleus;nucleus of pedigree V5R.ppppa
material entity;V5R.pppp nucleus;nucleus of pedigree V5R.pppp
material entity;V5R.pppapp nucleus;nucleus of pedigree V5R.pppapp
material entity;V5R.pppapa nucleus;nucleus of pedigree V5R.pppapa
material entity;V5R.pppap nucleus;nucleus of pedigree V5R.pppap
material entity;V5R.pppaa nucleus;nucleus of pedigree V5R.pppaa
material entity;V5R.pppa nucleus;nucleus of pedigree V5R.pppa
material entity;V5R.ppp nucleus;nucleus of pedigree V5R.ppp
independent continuant;hyp7 syncytium;entire syncytium of hyp7
material entity;Z4.aapppa(5L) nucleus;nucleus of pedigree Z4.aapppa(5L)
material entity;Z4.aapppap (5L) nucleus;nucleus of pedigree Z4.aapppap(5L)
material entity;Z4.aapppaa (5L) nucleus;nucleus of pedigree Z4.aapppaa(5L)
material entity;Z4.aappppp (5L) nucleus;nucleus of pedigree Z4.aappppp(5L)
material entity;Z4.aappppa (5L) nucleus;nucleus of pedigree Z4.aappppa(5L)
material entity;Z4.aap nucleus hermaphrodite;nucleus of pedigree Z4.aap
material entity;Z4.aaa nucleus hermaphrodite;nucleus of pedigree Z4.aaa
independent continuant;AC nucleus;Nucleus of the anchor cell.
material entity;Z4.aapppp(5L) nucleus;nucleus of pedigree Z4.aapppp(5L)
material entity;Z4.aappapp (5L) nucleus;nucleus of pedigree Z4.aappapp(5L)
material entity;Z4.aappapa (5L) nucleus;nucleus of pedigree Z4.aappapa(5L)
material entity;Z4.aapapd (5L) nucleus;nucleus of pedigree Z4.aapapd(5L)
material entity;Z4.aapapv (5L) nucleus;nucleus of pedigree Z4.aapapv(5L)
material entity;Z4.aappa (5L) nucleus;nucleus of pedigree Z4.aappa(5L)
material entity;Z4.aappp (5L) nucleus;nucleus of pedigree Z4.aappp(5L)
material entity;Z4.aappaa(5L) nucleus;nucleus of pedigree Z4.aappaa(5L)
material entity;Z4.aappap(5L) nucleus;nucleus of pedigree Z4.aappap(5L)
material entity;Z4.aappaaa (5L) nucleus;nucleus of pedigree Z4.aappaaa(5L)
material entity;Z4.aappaap (5L) nucleus;nucleus of pedigree Z4.aappaap(5L)
material entity;Z4.aapap (5L) nucleus;nucleus of pedigree Z4.aapap(5L)
material entity;Z4.aapaad (5L) nucleus;nucleus of pedigree Z4.aapaad(5L)
material entity;Z4.aapaav (5L) nucleus;nucleus of pedigree Z4.aapaav(5L)
material entity;Z4.aaa (5L) nucleus;nucleus of pedigree Z4.aaa(5L)
material entity;Z4.aap (5L) nucleus;nucleus of pedigree Z4.aap(5L)
material entity;Z4.aapa(5L) nucleus;nucleus of pedigree Z4.aapa(5L)
material entity;Z4.aapp(5L) nucleus;nucleus of pedigree Z4.aapp(5L)
material entity;Z4.aapaa (5L) nucleus;nucleus of pedigree Z4.aapaa(5L)
material entity;V5R.paa nucleus;nucleus of pedigree V5R.paa
material entity;V5R.pa nucleus;nucleus of pedigree V5R.pa
material entity;V5R.p nucleus;nucleus of pedigree V5R.p
material entity;V5R.a nucleus;nucleus of pedigree V5R.a
material entity;ABprapapaap nucleus;nucleus of pedigree ABprapapaap
material entity;V5R.ppa nucleus;nucleus of pedigree V5R.ppa
material entity;V5R.pp nucleus;nucleus of pedigree V5R.pp
material entity;V5R.pap nucleus;nucleus of pedigree V5R.pap
material entity;V5R.paapp nucleus;nucleus of pedigree V5R.paapp
material entity;V5R.paap nucleus;nucleus of pedigree V5R.paap
material entity;V5L.ppppa nucleus;nucleus of pedigree V5L.ppppa
material entity;V5L.pppp nucleus;nucleus of pedigree V5L.pppp
material entity;V5L.pppapp nucleus;nucleus of pedigree V5L.pppapp
material entity;V5L.pppapa nucleus;nucleus of pedigree V5L.pppapa
material entity;V5L.pppppp nucleus;nucleus of pedigree V5L.pppppp
material entity;V5L.pppppap nucleus;nucleus of pedigree V5L.pppppap
material entity;V5L.pppppaap nucleus;nucleus of pedigree V5L.pppppaap
material entity;V5L.pppppaa nucleus;nucleus of pedigree V5L.pppppaa
material entity;V5L.pppppa nucleus;nucleus of pedigree V5L.pppppa
material entity;V5L.ppppp nucleus;nucleus of pedigree V5L.ppppp
material entity;V5L.paapp nucleus;nucleus of pedigree V5L.paapp
material entity;V5L.paap nucleus;nucleus of pedigree V5L.paap
material entity;V5L.paa nucleus;nucleus of pedigree V5L.paa
material entity;V5L.pppap nucleus;nucleus of pedigree V5L.pppap
material entity;V5L.pppaa nucleus;nucleus of pedigree V5L.pppaa
material entity;V5L.pppa nucleus;nucleus of pedigree V5L.pppa
material entity;V5L.ppp nucleus;nucleus of pedigree V5L.ppp
material entity;V5L.ppa nucleus;nucleus of pedigree V5L.ppa
material entity;V5L.pp nucleus;nucleus of pedigree V5L.pp
material entity;V5L.pap nucleus;nucleus of pedigree V5L.pap
material entity;V4R.ppp nucleus;nucleus of pedigree V4R.ppp
material entity;V4R.ppa nucleus;nucleus of pedigree V4R.ppa
material entity;V5L.pa nucleus;nucleus of pedigree V5L.pa
material entity;V5L.p nucleus;nucleus of pedigree V5L.p
material entity;V5L.a nucleus;nucleus of pedigree V5L.a
material entity;ABplapapaap nucleus;nucleus of pedigree ABplapapaap
material entity;V4R.ppppp nucleus;nucleus of pedigree V4R.ppppp
material entity;V4R.ppppa nucleus;nucleus of pedigree V4R.ppppa
material entity;V4R.pppp nucleus;nucleus of pedigree V4R.pppp
material entity;V4R.pppa nucleus;nucleus of pedigree V4R.pppa
material entity;V4R.pp nucleus;nucleus of pedigree V4R.pp
material entity;V4R.a nucleus;nucleus of pedigree V4R.a
material entity;V4R.pappp nucleus;nucleus of pedigree V4R.pappp
material entity;V4R.pappa nucleus;nucleus of pedigree V4R.pappa
material entity;V4R.papp nucleus;nucleus of pedigree V4R.papp
material entity;V4R.papa nucleus;nucleus of pedigree V4R.papa
material entity;V4R.pap nucleus;nucleus of pedigree V4R.pap
material entity;V4R.paa nucleus;nucleus of pedigree V4R.paa
material entity;V4R.pa nucleus;nucleus of pedigree V4R.pa
material entity;V4R.p nucleus;nucleus of pedigree V4R.p
material entity;ABarpppppa nucleus;nucleus of pedigree ABarpppppa
material entity;V4L.ppppp nucleus;nucleus of pedigree V4L.ppppp
material entity;V4L.ppppa nucleus;nucleus of pedigree V4L.ppppa
material entity;V4L.pppp nucleus;nucleus of pedigree V4L.pppp
material entity;V4L.pppa nucleus;nucleus of pedigree V4L.pppa
material entity;V4L.ppp nucleus;nucleus of pedigree V4L.ppp
material entity;V4L.ppa nucleus;nucleus of pedigree V4L.ppa
material entity;V4L.pp nucleus;nucleus of pedigree V4L.pp
material entity;V4L.pappp nucleus;nucleus of pedigree V4L.pappp
material entity;V4L.pappa nucleus;nucleus of pedigree V4L.pappa
material entity;V4L.papp nucleus;nucleus of pedigree V4L.papp
material entity;V4L.papa nucleus;nucleus of pedigree V4L.papa
material entity;V4L.pap nucleus;nucleus of pedigree V4L.pap
material entity;Z1.ppapa (5R) nucleus;nucleus of pedigree Z1.ppapa(5R)
material entity;Z1.ppapad (5R) nucleus;nucleus of pedigree Z1.ppapad(5R)
material entity;Z1.ppapav (5R) nucleus;nucleus of pedigree Z1.ppapav(5R)
material entity;Z1.ppapp (5R) nucleus;nucleus of pedigree Z1.ppapp(5R)
material entity;Z1.ppappd (5R) nucleus;nucleus of pedigree Z1.ppappd(5R)
material entity;Z1.ppappv (5R) nucleus;nucleus of pedigree Z1.ppappv(5R)
material entity;Z1.ppa nucleus;nucleus of pedigree Z1.ppa
material entity;Z1.ppp nucleus;nucleus of pedigree Z1.ppp
material entity;V4L.paa nucleus;nucleus of pedigree V4L.paa
material entity;V4L.pa nucleus;nucleus of pedigree V4L.pa
material entity;V4L.p nucleus;nucleus of pedigree V4L.p
material entity;V4L.a nucleus;nucleus of pedigree V4L.a
material entity;ABarppappa nucleus;nucleus of pedigree ABarppappa
material entity;V3R.ppppp nucleus;nucleus of pedigree V3R.ppppp
material entity;V3R.ppppa nucleus;nucleus of pedigree V3R.ppppa
material entity;Z1.ppap(5R) nucleus;nucleus of pedigree Z1.ppap(5R)
material entity;V3R.pppp nucleus;nucleus of pedigree V3R.pppp
material entity;V3R.pppa nucleus;nucleus of pedigree V3R.pppa
material entity;V3R.ppp nucleus;nucleus of pedigree V3R.ppp
material entity;V3R.ppa nucleus;nucleus of pedigree V3R.ppa
material entity;Z1.ppaappa (5R) nucleus;nucleus of pedigree Z1.ppaapp[a/v](5R)
material entity;Z1.ppaappp (5R) nucleus;nucleus of pedigree Z1.ppaapp[p/d](5R)
material entity;Z1.ppaaa[p/r](5R) nucleus;nucleus of pedigree Z1.ppaaa[p/r](5R)
material entity;Z1.ppaaapa (5R) nucleus;nucleus of pedigree Z1.ppaaa[p/r]a(5R)
material entity;Z1.ppaaapp (5R) nucleus;nucleus of pedigree Z1.ppaaa[p/r]p(5R)
material entity;Z1.ppaap (5R) nucleus;nucleus of pedigree Z1.ppaap(5R)
material entity;Z1.ppaapa(5R) nucleus;nucleus of pedigree Z1.ppaapa(5R)
material entity;Z1.ppaapp(5R) nucleus;nucleus of pedigree Z1.ppaapp(5R)
material entity;Z1.ppaapaa (5R) nucleus;nucleus of pedigree Z1.ppaapa[a/v](5R)
material entity;Z1.ppaapap (5R) nucleus;nucleus of pedigree Z1.ppaapa[p/d](5R)
material entity;V3R.pp nucleus;nucleus of pedigree V3R.pp
material entity;V3R.pappp nucleus;nucleus of pedigree V3R.pappp
material entity;V3R.pappa nucleus;nucleus of pedigree V3R.pappa
material entity;V3R.papp nucleus;nucleus of pedigree V3R.papp
material entity;V3R.papa nucleus;nucleus of pedigree V3R.papa
material entity;V3R.pap nucleus;nucleus of pedigree V3R.pap
material entity;V3R.paa nucleus;nucleus of pedigree V3R.paa
material entity;V3R.pa nucleus;nucleus of pedigree V3R.pa
material entity;V3R.p nucleus;nucleus of pedigree V3R.p
material entity;V3R.a nucleus;nucleus of pedigree V3R.a
material entity;ABprappapa nucleus;nucleus of pedigree ABprappapa
material entity;Z1.ppaaa[a/l](5R) nucleus;nucleus of pedigree Z1.ppaaa[a/l](5R)
material entity;Z1.ppaaaaa (5R) nucleus;nucleus of pedigree Z1.ppaaa[a/l]a(5R)
material entity;Z1.ppaaaap (5R) nucleus;nucleus of pedigree Z1.ppaaa[a/l]p(5R)
material entity;Z1.ppa (5R) nucleus;nucleus of pedigree Z1.ppa(5R)
material entity;Z1.ppp (5R) nucleus;nucleus of pedigree Z1.ppp(5R)
material entity;Z1.ppaa(5R) nucleus;nucleus of pedigree Z1.ppaa(5R)
material entity;Z1.ppaaa (5R) nucleus;nucleus of pedigree Z1.ppaaa(5R)
material entity;V3L.ppppp nucleus;nucleus of pedigree V3L.ppppp
material entity;V3L.ppppa nucleus;nucleus of pedigree V3L.ppppa
material entity;V3L.pppp nucleus;nucleus of pedigree V3L.pppp
material entity;V3L.pppa nucleus;nucleus of pedigree V3L.pppa
material entity;V3L.ppp nucleus;nucleus of pedigree V3L.ppp
material entity;V3L.ppa nucleus;nucleus of pedigree V3L.ppa
material entity;V3L.pp nucleus;nucleus of pedigree V3L.pp
material entity;V3L.pappp nucleus;nucleus of pedigree V3L.pappp
material entity;V3L.pappa nucleus;nucleus of pedigree V3L.pappa
material entity;V3L.papp nucleus;nucleus of pedigree V3L.papp
