class;term;comment
independent continuant;anal posterior branch 1+2 (AP1+2) of the beetle wing;The posterior branch of the anal vein that is composed of the first and second anal posterior branches of the beetle wing.
independent continuant;elytral humerus;The region of cuticle on the antero-lateral region of the elytron.
independent continuant;oblongum cell of the beetle wing;The insect wing vein composed of the medial bar, the radial posterior branch 3+4, and the radial-medial cross vein.
independent continuant;elytral epipleuron;The region of cuticle on the lateral region of the elytron.
independent continuant;radial-medial cross vein;The cross-vein of the beetle wing that is adjacent to the radial posterior vein and to the medial spur of the beetle wing.
independent continuant;elytral disc;The region of the cuticle on the dorsal region of an elytron.
independent continuant;anal anterior branch 3+4 (AA3+4) of the beetle wing;The anterior branch of the cubital vein that is composed of the third and fourth anal anterior branches of the beetle wing.
independent continuant;elytral sutural margin;The medial margin of the elytron.
independent continuant;anal anterior branch 4 (AA4) of the beetle wing;The anterior branch of the anal wing vein that is posterior to the anal anterior branch 3 (AA3) of the beetle wing.
independent continuant;scutellar shield;The region of the cuticle on the posterior region of the mesoscutellum.
independent continuant;anal anterior branch 3 (AA3) of the beetle wing;The anterior branch of the anal wing vein that is posterior to the anal anterior branch 1+2 and cubital anterior branch 3+4 (AA1+2+CuA3+4) of the beetle wing.
independent continuant;mesoventrite;The sclerite on the ventral region of the mesothorax, limited by the pleurosternal sulci and medial to the mesanepisternum and mesepimeron.
independent continuant;mesanepisternum;The anepisternum on the anterior region of the mesopleuron and lateral to the mesoventrite.
independent continuant;abdominal ventrite;The sclerite that is part of the insect abdomen, part of the medial region and the ventral region and is exposed.
independent continuant;longitudinal pronotal groove;The cuticular groove that is located in the medial region of pronotum and is parallel to the antero-posterior body axis.
independent continuant;metaventrite;The sclerite on the ventral region of the metathorax, limited by the pleurosternal sulci and medial to the metanepisternum and metepimeron.
independent continuant;post-radial sclerite of the beetle wing;The insect sclerite on the apical field of the beetle wing that is distal to the radial cell.
independent continuant;anal posterior branch 3+4 (AP3+4) of the beetle wing;The posterior branch of the anal wing vein that is composed of the anal posterior branch 3 (AP3) and the anal posterior branch 4 (AP4) of the beetle wing.
independent continuant;metaventral process;The antero-medial region of the metaventrite in contact with the mesoventral process.
independent continuant;mesoventral process;The postero-medial region of the mesoventrite in contact with the metaventral process.
independent continuant;pregomphus;The bilaterally paired cuticular protrusion that is anterior to the urogomphus.
independent continuant;mesocoxal cavity;The concave part of the ventral region of the pterothorax that receives the mesocoxa.
independent continuant;urogomphus;The bilaterally paired cuticular protrusion of the abdominal tergite IX.
independent continuant;metathoracic discrimen;The discrimen of the metaventrite.
independent continuant;lateral abdominal tergal process;The cuticular protrusion that is lateral to an abdominal tergite.
independent continuant;mesothoracic discrimen;The discrimen of the mesoventrite.
independent continuant;ventral epicranial ridge;The cuticular ridge on the ventral region of the head capsule that is lateral to the cranio-mandibular articulation.
independent continuant;antennal club;The distal region of the antenna that is composed by flagellomeres with increased size.
independent continuant;metepimeron;The epimeron on the posterior region of the metapleuron and lateral to the metaventrite.
independent continuant;maxillolabial sulcus;The cuticular sulcus on the cuticle of the maxillolabial complex.
independent continuant;mesepimeron;The epimeron on the posterior region of the mesopleuron.
independent continuant;maxillolabial complex;The cuticle of the mouthpart that is composed of the maxilla and the labium.
independent continuant;metanepisternum;The anepisternum on the anterior region of the metapleuron and lateral to the metaventrite.
material entity;antennal sensorium;The cuticular sensilla that is adjacent to the cuticle of an antennomere.
independent continuant;canthus;The region of cuticle that is anterior to the compound eye
independent continuant;spiracular scar;The insect sclerite that is part of the insect spiracle.
independent continuant;metakatepisternal sulcus;The sulcus of the metaventrite that is transverse (parallel to the left-right axis).
independent continuant;sieve plate of the cribriform spiracle;The perforated region of the cuticle that is part of the cribriform spiracle.
independent continuant;metacoxal cavity;The concave region of abdominal sternites II and III that receive the metacoxa.
material entity;cribriform spiracle;The insect spiracle composed of a sieve plate of the cribriform spiracle and a spiracular scar.
independent continuant;ventrally-hinged operculum;The insect sclerite that is distal to the abdominal sternite IX.
independent continuant;radial posterior branch 1 (RP1) of the beetle wing;The posterior branch of the beetle wing vein that is part of the radial posterior (RP) vein of the beetle wing.
independent continuant;accessory endophallite;The endophallite that is located in the distal region of the endophallus.
independent continuant;radial anterior branch 3+4 (RA3+4) of the beetle wing;The posterior branch of the beetle wing vein that is part of the radial anterior (RA) vein of the beetle wing.
independent continuant;posterior branch of the beetle wing vein;The insect wing vein thet is posterior to the anterior branch of the beetle wing vein.
independent continuant;anterior branch of the beetle wing vein;The insect wing vein thet is anterior to the posterior branch of the beetle wing vein.
independent continuant;precostal vein of the beetle wing;The insect wing vein of the costal field that is anterior to the costal vein of the insect wing.
independent continuant;radial anterior branch 1+2 (RA1+2) of the beetle wing;The anterior branch of the beetle wing vein that is part of the radial anterior (RA) vein of the beetle wing.
independent continuant;radial posterior (RP) vein of the beetle wing;The posterior region of the radial vein of the insect wing.
independent continuant;radial anterior (RA) vein of the beetle wing;The anterior region of the radial vein of the insect wing.
independent continuant;radial posterior branch 3+4 (RP3+4) of the beetle wing;The posterior branch of the beetle wing vein that is part of the radial posterior (RP) vein of the beetle wing and posterior to radial posterior branch 2 (RP2) of the beetle wing.
independent continuant;radial posterior branch 2 (RP2) of the beetle wing;The posterior branch of the beetle wing vein that is part of the radial posterior (RP) vein of the beetle wing and posterior to the radial posterior branch 1 (RP1) of the beetle wing.
independent continuant;lamella copulatrix;The endophallite that is located in the medial region of the endophallus.
independent continuant;cross-vein of the beetle wing;The insect wing vein that is adjacent to another insect wing vein.
independent continuant;subaxial endophallite;The accessory endophallite that is elongated and lateral to the axial and frontolateral peripheral endophallites.
independent continuant;axial endophallite;The accessory endophallite that is elongated and lateral to the subaxial and frontolateral peripheral endophallites.
independent continuant;notosternal sulcus;The sulcus separating the lateral region of the notum and the lateral region of the sternum.
independent continuant;cubital anterior branch 1+2 (CuA1+2) of the beetle wing;The anterior branch of the cubital vein that is composed of the first and second cubital anterior branches of the beetle wing.
independent continuant;basolateral lobe of paramere;The cuticular lobe that is part of the proximolateral region of the cuticle of the paramere.
independent continuant;pleurosternal sulcus;The sulcus that separates the ventral region of the pleuron from the lateral region of the sternum.
independent continuant;cubital anterior branch 2 (CuA2) of the beetle wing;The second anterior branch of the cubital vein that is posterior to the first cubital anterior branch of the beetle wing (CuA1).
independent continuant;mesometaventral sulcus;The cuticular sulcus at the posterior margin of the mesoventrite and the anterior margin of the metaventrite.
independent continuant;notopleural sulcus;The sulcus that separates the dorsal region of the pleuron from the lateral region of the notum.
independent continuant;cubital anterior branch 1 (CuA1) of the beetle wing;The first anterior branch of the cubital vein, which is posterior to the medial posterior branch 3+4 (MP3+4) of the beetle wing.
independent continuant;raspula;The thickened region of the cuticle of the endophallus that has cuticular spines.
quality;deflexed;
independent continuant;medial corss-vein;The cross-vein thet is adjacent to the medial bar and to the medial posterior branch 3+4 of the beetle wing.
independent continuant;posterior longitudinal hypomeral carina;The cuticular carina that is located on the posterior region of the hypomeron and is parallel to the lateral pronotal carina.
independent continuant;hypomeron;The lateral region of the pronotum that is deflexed and laterally limited by the lateral pronotal carina.
independent continuant;medial spur of the beetle wing;The medial vein that is distal to the medial bar of the beetle wing.
independent continuant;pronotal disc;The medial region of the pronotum.
independent continuant;medial posterior branch 3+4 (MP3+4) of the beetle wing;The posterior branch of the beetle wing vein that is posterior to the medial bar of the beetle wing.
independent continuant;lateral pronotal carina;The carina of the pronotum that separates the pronotal disc from the hypomeron.
independent continuant;radial cross-vein r4;The cross-vein of the beetle wing that is adjacent to the postero-medial region of the radial cell of the beetle wing.
independent continuant;frontolateral peripheral endophallite;The accessory endophallite that is elongated and lateral to the axial and subaxial endophallites.
independent continuant;elytron;The sclerotized fore wing of beetles.
independent continuant;radial cross-vein r3;The cross-vein of the beetle wing that is proximal to the radial cell of the beetle wing.
independent continuant;superior right peripheral endophallite;The accessory endophallite that is distal to the axial, subaxial, and frontolateral peripheral endophallites.
independent continuant;procoxal cavity;The concave part of the prosternum that receives the procoxa.
independent continuant;prosternal process;The part of the prosternum that is medial to the procoxae.
independent continuant;cubital anterior branch 3+4 (CuA3+4) of the beetle wing;The anterior branch of the cubital vein that is posterior to the cubital anterior branch 1+2 (CuA1+2) of the beetle wing.
independent continuant;mesoscutellum;The scutellum of the mesothorax.
independent continuant;anal anterior branch 1+2 and cubital anterior branch 3+4 (AA1+2+CuA3+4) of the beetle wing;The anterior branch of the anal vein that is composed of the anal anterior branch 1+2 and the cubital anterior branch 3+4 of the beetle wing.
independent continuant;fused axial and subaxial endophallites;The accessory endophallite formed by the fusion of ancestral axial and subaxial endophallites.
independent continuant;anal anterior branch 1+2 (AA1+2) of the beetle wing;The anterior branch of the anal vein that is composed of the first and second anal anterior branches of the beetle wing.
independent continuant;anterior hypomeral depression;The cuticular depression in the anterior region of the hypomeron that is anterior to the anterior hypomeral carina.
independent continuant;anterior hypomeral carina;The cuticular carina that is located in the hypomeron and that is anteriorly connected to the anterior margin of pronotum and posteriorly connected to the lateral margin of procoxal cavity.
