class;term;comment
immaterial entity;medial-radial axis;An anatomical axis that is perpendicular to an apical/basal axis or proximal/distal axis and extends from the center of an axis (shoot axis or root in the case of plants) to any point on the exterior of the axis.
independent continuant;central region;Anatomical region centrally located on the body or body part.
immaterial entity;medial-external axis;An anatomical axis that extends from the center of the body outwards or externally.
independent continuant;distal region;Anatomical region distally located on the body or body part.
immaterial entity;animal-vegetal axis;An axis that extends from the animal end of an egg or early embryo to the opposite, vegetal end. In animals with yolk-bearing eggs, the vegetal end is the yolk bearing pole. (pertains to animals only - both vertebrate and invertebrate embryos).
independent continuant;proximal region;Anatomical region proximally located on the body or body part.
immaterial entity;oral-aboral axis;An axis that extends from the oral opening to the furthest point in an organism that is directly opposite.
independent continuant;medial region;Anatomical region medially located on the body or body part.
independent continuant;lateral region;Anatomical region laterally located on the body or body part.
independent continuant;ventro-lateral region;Anatomical region that overlaps the ventral and lateral regions of a body or body part.
independent continuant;ventral region;Anatomical region ventrally located on the body or body part.
independent continuant;ipsilateral region;
independent continuant;dorso-lateral region;Anatomical region that overlaps the dorsal and lateral regions of a body or body part.
independent continuant;deep side;
independent continuant;lower side;
immaterial entity;anatomical surface;A 2D surface of an anatomical continuant.
independent continuant;superficial side;
immaterial entity;anatomical plane;A flat 2D plane intersecting an anatomical continuant, dividing it into two adjacent portions.
independent continuant;anterior compartment;
independent continuant;anatomical compartment;
independent continuant;upper side;
independent continuant;dorsal compartment;
independent continuant;left side;The side of an organism that is left of the sagittal plane.
independent continuant;compartment boundary;
independent continuant;right side;The side of an organism that is right of the sagittal plane.
independent continuant;axial region;
independent continuant;anatomical margin;Fiat anatomical region extending a short distance from the boundary of an object inwards.
independent continuant;peripheral region;Anatomical region peripherally located on the body or body part.
immaterial entity;midsagittal plane;Sagittal plane that divides bilateral body into equal left and right parts.
immaterial entity;parasagittal plane;Sagittal plane that divides a bilateral body into unequal left and right parts.
independent continuant;peripheral side;
immaterial entity;dorsal/ventral compartment boundary;
immaterial entity;anterior/posterior compartment boundary;
immaterial entity;anterior surface;Anatomical surface that is located on the anterior side of the body or body part.
independent continuant;posterior compartment;
immaterial entity;anatomical compartment boundary;
independent continuant;ventral compartment;
immaterial entity;apical-basal axis relative to substrate;An axis that extends through an organism or organism part from the part of the organism or organism part attached to a substrate (basal) to the furthest from the attachment (apical). Note that the apical-basal axis is often used for organismal parts where there is attachment via a basal lamina or other structure.
immaterial entity;proximal surface;Anatomical surface that is located on the proximal side of the body or body part.
immaterial entity;anterior-posterior axis;An axis that extends through an organism from head end to opposite end of body or tail.
immaterial entity;contralateral surface;
immaterial entity;dorsal-ventral axis;An axis that is approximately perpendicular to the anterior-posterior axis and that extends through the horizontal plane of the body.
immaterial entity;dorsal surface;Anatomical surface that located on the dorsal side of the body or body part.
immaterial entity;proximal-distal axis;An axis that extends from the point of attachment of a structure (proximal) to the point furthest away from the plane of attachment (distal).
immaterial entity;distal surface;Anatomical surface that is located on the distal side of the body or body part.
immaterial entity;anatomical axis;A straight line through space, intersecting an anatomical entity.
immaterial entity;apical surface;Anatomical surface that is located on the apical side of the body or body part.
independent continuant;axial side;
immaterial entity;posterior surface;Anatomical surface that is located on the posterior side of the body or body part.
immaterial entity;deep-superficial axis;An axis that extends from an internal position to a more external position in the body or body part.
immaterial entity;upper-lower axis;An anatomical axis determined by gravity.
immaterial entity;basal surface;Anatomical surface that is located on the basal side of the body or body part.
immaterial entity;sagittal plane;Anatomical plane that divides a bilateral body into left and right parts, not necessarily of even size.
immaterial entity;transverse plane;Anatomical plane that divides body into anterior and posterior parts.
immaterial entity;left-right axis;An axis that bisects an organism from left to right sides of body, through a sagittal plane.
immaterial entity;horizontal plane;Anatomical plane that divides bilateral body into dorsal and ventral parts.
immaterial entity;lateral surface;Anatomical surface that located on the lateral side of the body or body part.
immaterial entity;ipsilateral surface;Anatomical surface that is located on the same side of an organism or structure.
independent continuant;inferior side;The side that is lower relative to the substrate.
independent continuant;proximal-distal gradient;Anatomical gradient that is distributed along the proximal-distal axis.
independent continuant;antero-ventral region;Anatomical region that overlaps the anterior and ventral regions of a body or body part.
independent continuant;antero-dorsal region;Anatomical region that overlaps the anterior and dorsal regions of a body or body part.
independent continuant;deep-superficial gradient;Anatomical gradient that is distributed along the deep-superficial axis.
immaterial entity;ventral surface;Anatomical surface that is located on the ventral side of the body or body part.
independent continuant;upper-lower gradient;Anatomical gradient that is distributed along the upper-lower axis.
immaterial entity;medial surface;Anatomical surface that located on the medial side of the body or body part.
independent continuant;apical-basal gradient;Anatomical gradient that is distributed along the apical-basal axis.
independent continuant;superior side;The side that is higher relative to the substrate.
independent continuant;antero-lateral region;Anatomical region that overlaps the anterior and lateral regions of a body or body part.
independent continuant;postero-lateral region;Anatomical region that overlaps the posterior and lateral regions of the body or body part.
independent continuant;postero-dorsal region;Anatomical region that overlaps the posterior and dorsal regions of the body or body part.
