class;term;comment
occurrent;177 min post first-cleavage Ce;The time period encompassing the 177th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2-L3 ecdysis Ce;The stage during L2-L3 molt, after the brief lethargus period, when an animal sheds off old cuticle.
occurrent;178 min post first-cleavage Ce;The time period encompassing the 178th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2d-dauer ecdysis Ce;The stage during L2d-dauer molt, after the brief lethargus period, when an animal sheds off old cuticle.
occurrent;L3-L4 ecdysis Ce;The stage during L3-L4 molt, after the brief lethargus period, when an animal sheds off old cuticle.
occurrent;reproductive stage adult hermaphrodite Ce;Adult hermaphrodites continuously laying fertilized eggs. Hermaphrodite in egg laying stages--usually up to 4/5 days after L4-adult molt at Centigrade. From the first fertilized egg is laid, till all sperms are used. At 20 Centigrade: 13 hours after L4-adult molt until about 5.4 days after the L4-adult molt. 3-8.4 days after first cleavage.
occurrent;oocyte-laying stage adult hermaphrodite Ce;When egg-laying is still going on but intermittent and during which a significant number of oocytes are laid. Included in reproductive stage adult hermaphrodite.
occurrent;postdauer-L4 ecdysis Ce;The stage during postdauer-L4 molt, after the brief lethargus period, when an animal sheds off old cuticle.
occurrent;182 min post first-cleavage Ce;The time period encompassing the 182nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;post dauer L3 stage Ce;The stage right after an animal recovered from dauer but has not started transformation to L4 larva yet.
occurrent;183 min post first-cleavage Ce;The time period encompassing the 183rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2d-L3 molt Ce;The stage when an animal shifts from L2d larva to L3 larva. It includes the synthesis of new cuticle, cease of phrayngeal pumping during a lethargus stage, and the shed off of old cuticle.
occurrent;184 min post first-cleavage Ce;The time period encompassing the 184th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2d-L3 lethargus Ce;The stage during L2d-L3 molt when an animal becomes lethargic, ceases pharyngeal pumping and synthesizes new cuticle under the old.
occurrent;185 min post first-cleavage Ce;The time period encompassing the 185th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2d-L3 ecdysis Ce;The stage during L2d-L3 molt, after the brief lethargus period, when an animal sheds off old cuticle.
occurrent;186 min post first-cleavage Ce;The time period encompassing the 186th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;adult male Ce;The stage after an male animal is fully-developed and reaches maturity.
occurrent;187 min post first-cleavage Ce;The time period encompassing the 187th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;adult hermaphrodite Ce;The stage after an hermaphrodite animal is fully-developed and reaches maturity.
occurrent;188 min post first-cleavage Ce;The time period encompassing the 188th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;pre-reproductive stage adult hermaphrodite Ce;Very young adult hermaphrodites that do not have eggs in the uterus yet. At 20 Centigrade: 0 - 13 hours after L4-adult molt. 3 days after first cleaveage.
occurrent;7-10 days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 7-10 days after L4-adult molt. 10-13 days after first cleavage.
occurrent;8-cell embryo Ce;The C. elegans life stage spanning ~50 min after first cleavage at 20 Centigrade. Contains 8 cells.
occurrent;12-cell embryo Ce;The C. elegans life stage spanning ~55 min after first cleavage at 20 Centigrade. Contains 12 cells.
occurrent;post-reproductive stage adult hermaphrodite Ce;Adult hermaphrodites that contain no more sperm, thus stop egg-laying, but still alive. At 20 Centigrade: 5.4 days after L4-adult molt until the death. 8.4 - 13.2 (average wild type life span) days after first cleavage.
occurrent;newly molted young adult hermaphrodite Ce;At 20 Centigrade: 0-24 hours after L4-adult molt.
occurrent;1-day post-L4 adult hermaphrodite Ce;At 20 Centigrade: 24-48 hours after L4-adult molt. 4-5 days after first cleavage.
occurrent;2-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 48-72 hours after L4-adult molt. 5-6 days after first cleavage.
occurrent;3-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 72-96 hours after L4-adult molt. 6-7 days after first cleavage.
occurrent;4-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 96-120 hours after L4-adult molt. 7-8 days after first cleavage.
occurrent;5-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 5-6 days after L4-adult molt. 8-9 days after first cleavage.
occurrent;4-7 days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 4-7 days after L4-adult molt. 7-10 days after first cleavage.
occurrent;schistosomulum;A tailless cercarium of Schistosoma sp, which resides in the definitive host. After penetration and spending a few days in the skin, schistosomula migrate to the lungs and enter the systemic circulation and are carried to the mesenteric vein of the host where they mature into adult schistosomes.
occurrent;780 min post first-cleavage Ce;The time period encompassing the 780th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;820 min post first-cleavage Ce;The time period encompassing the 820th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;830 min post first-cleavage Ce;The time period encompassing the 830th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;850 min post first-cleavage Ce;The time period encompassing the 850th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;528 min post first-cleavage Ce;The time period encompassing the 528th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;519 min post first-cleavage Ce;The time period encompassing the 519th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;520 min post first-cleavage Ce;The time period encompassing the 520th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;521 min post first-cleavage Ce;The time period encompassing the 521st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;522 min post first-cleavage Ce;The time period encompassing the 522nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;523 min post first-cleavage Ce;The time period encompassing the 523rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;524 min post first-cleavage Ce;The time period encompassing the 524th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;525 min post first-cleavage Ce;The time period encompassing the 525th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;526 min post first-cleavage Ce;The time period encompassing the 526th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;527 min post first-cleavage Ce;The time period encompassing the 527th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;297 min post first-cleavage Ce;The time period encompassing the 297th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;298 min post first-cleavage Ce;The time period encompassing the 298th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;529 min post first-cleavage Ce;The time period encompassing the 529th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;530 min post first-cleavage Ce;The time period encompassing the 530th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;289 min post first-cleavage Ce;The time period encompassing the 289th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;531 min post first-cleavage Ce;The time period encompassing the 531st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;290 min post first-cleavage Ce;The time period encompassing the 290th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;532 min post first-cleavage Ce;The time period encompassing the 532nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;291 min post first-cleavage Ce;The time period encompassing the 291st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;533 min post first-cleavage Ce;The time period encompassing the 533rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;292 min post first-cleavage Ce;The time period encompassing the 292nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;534 min post first-cleavage Ce;The time period encompassing the 534th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;293 min post first-cleavage Ce;The time period encompassing the 293rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;535 min post first-cleavage Ce;The time period encompassing the 535th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;294 min post first-cleavage Ce;The time period encompassing the 294th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;536 min post first-cleavage Ce;The time period encompassing the 536th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;295 min post first-cleavage Ce;The time period encompassing the 295th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;537 min post first-cleavage Ce;The time period encompassing the 537th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;296 min post first-cleavage Ce;The time period encompassing the 296th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;538 min post first-cleavage Ce;The time period encompassing the 538th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;308 min post first-cleavage Ce;The time period encompassing the 308th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;539 min post first-cleavage Ce;The time period encompassing the 539th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;540 min post first-cleavage Ce;The time period encompassing the 540th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;299 min post first-cleavage Ce;The time period encompassing the 299th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;541 min post first-cleavage Ce;The time period encompassing the 541st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;300 min post first-cleavage Ce;The time period encompassing the 300th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;542 min post first-cleavage Ce;The time period encompassing the 542nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;301 min post first-cleavage Ce;The time period encompassing the 301st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;543 min post first-cleavage Ce;The time period encompassing the 543rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;302 min post first-cleavage Ce;The time period encompassing the 302nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;544 min post first-cleavage Ce;The time period encompassing the 544th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;303 min post first-cleavage Ce;The time period encompassing the 303rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;545 min post first-cleavage Ce;The time period encompassing the 545th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;304 min post first-cleavage Ce;The time period encompassing the 304th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;546 min post first-cleavage Ce;The time period encompassing the 546th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;305 min post first-cleavage Ce;The time period encompassing the 305th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;547 min post first-cleavage Ce;The time period encompassing the 547th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;306 min post first-cleavage Ce;The time period encompassing the 306th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;548 min post first-cleavage Ce;The time period encompassing the 548th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;307 min post first-cleavage Ce;The time period encompassing the 307th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;549 min post first-cleavage Ce;The time period encompassing the 549th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;550 min post first-cleavage Ce;The time period encompassing the 550th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;309 min post first-cleavage Ce;The time period encompassing the 309th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;310 min post first-cleavage Ce;The time period encompassing the 310th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;Brugia unsheathed microfilaria;In the mosquito, the microfilariae shed sheaths, penetrate the midgut, and migrate to the thoracic muscles were the microfilariae increase in size, molt, and develop into infective larvae (L1 and L3) over a span of 7-21 days.
occurrent;311 min post first-cleavage Ce;The time period encompassing the 311st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;312 min post first-cleavage Ce;The time period encompassing the 312nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;Brugia microfilaria;An early stage in the life cycle of Brugia species, which develops from the egg and precedes the L1 stage.
occurrent;313 min post first-cleavage Ce;The time period encompassing the 313rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;unsheathed microfilaria;A microfilaria life stage in which larvae are not sheathed by a membrane thought to be derived from the vitelline membrane.
occurrent;314 min post first-cleavage Ce;The time period encompassing the 314th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;nodular microfilaria;Microfilaria larvae found in nodules and ulcers.
occurrent;315 min post first-cleavage Ce;The time period encompassing the 315th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;skin microfilaria;Microfilaria larvae found subcutaneously
occurrent;316 min post first-cleavage Ce;The time period encompassing the 316th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;317 min post first-cleavage Ce;The time period encompassing the 317th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;318 min post first-cleavage Ce;The time period encompassing the 318th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;495 min post first-cleavage Ce;The time period encompassing the 495th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;496 min post first-cleavage Ce;The time period encompassing the 496th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;497 min post first-cleavage Ce;The time period encompassing the 497th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;498 min post first-cleavage Ce;The time period encompassing the 498th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;489 min post first-cleavage Ce;The time period encompassing the 489th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;490 min post first-cleavage Ce;The time period encompassing the 490th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;491 min post first-cleavage Ce;The time period encompassing the 491st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;492 min post first-cleavage Ce;The time period encompassing the 492nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;493 min post first-cleavage Ce;The time period encompassing the 493rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;494 min post first-cleavage Ce;The time period encompassing the 494th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;506 min post first-cleavage Ce;The time period encompassing the 506th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;507 min post first-cleavage Ce;The time period encompassing the 507th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;508 min post first-cleavage Ce;The time period encompassing the 508th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;499 min post first-cleavage Ce;The time period encompassing the 499th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;500 min post first-cleavage Ce;The time period encompassing the 500th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;501 min post first-cleavage Ce;The time period encompassing the 501st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;502 min post first-cleavage Ce;The time period encompassing the 502nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;503 min post first-cleavage Ce;The time period encompassing the 503rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;504 min post first-cleavage Ce;The time period encompassing the 504th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;505 min post first-cleavage Ce;The time period encompassing the 505th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;517 min post first-cleavage Ce;The time period encompassing the 517th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;518 min post first-cleavage Ce;The time period encompassing the 518th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;509 min post first-cleavage Ce;The time period encompassing the 509th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;510 min post first-cleavage Ce;The time period encompassing the 510th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;511 min post first-cleavage Ce;The time period encompassing the 511st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;512 min post first-cleavage Ce;The time period encompassing the 512nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;513 min post first-cleavage Ce;The time period encompassing the 513rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;514 min post first-cleavage Ce;The time period encompassing the 514th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;515 min post first-cleavage Ce;The time period encompassing the 515th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;516 min post first-cleavage Ce;The time period encompassing the 516th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;359 min post first-cleavage Ce;The time period encompassing the 359th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;360 min post first-cleavage Ce;The time period encompassing the 360th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;119 min post first-cleavage Ce;The time period encompassing the 119th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;361 min post first-cleavage Ce;The time period encompassing the 361st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;120 min post first-cleavage Ce;The time period encompassing the 120th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;362 min post first-cleavage Ce;The time period encompassing the 362nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;121 min post first-cleavage Ce;The time period encompassing the 121st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;363 min post first-cleavage Ce;The time period encompassing the 363rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;122 min post first-cleavage Ce;The time period encompassing the 122nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;364 min post first-cleavage Ce;The time period encompassing the 364th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;123 min post first-cleavage Ce;The time period encompassing the 123rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;365 min post first-cleavage Ce;The time period encompassing the 365th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;124 min post first-cleavage Ce;The time period encompassing the 124th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;366 min post first-cleavage Ce;The time period encompassing the 366th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;125 min post first-cleavage Ce;The time period encompassing the 125th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;367 min post first-cleavage Ce;The time period encompassing the 367th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;126 min post first-cleavage Ce;The time period encompassing the 126th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;368 min post first-cleavage Ce;The time period encompassing the 368th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;127 min post first-cleavage Ce;The time period encompassing the 127th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;128 min post first-cleavage Ce;The time period encompassing the 128th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;379 min post first-cleavage Ce;The time period encompassing the 379th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;369 min post first-cleavage Ce;The time period encompassing the 369th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;370 min post first-cleavage Ce;The time period encompassing the 370th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;129 min post first-cleavage Ce;The time period encompassing the 129th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
