class;term;comment
material entity;glycocyte;Cell with conspicuous dictyosomes, characterized by the presence of glycogen rosettes and osmiophilic inclusions. Also known as gray cell
material entity;pinule;Pentact or hexact spicule with four basal rays and one perpendicular ray ornamented by obliquely set spines directed distally.
material entity;sylleibid;Aquiferous system with elongate choanocyte chambers arranged radially around invagination of the atrial cavity (Leucilla uter)
material entity;phyllotriaene;A triaene with a leaf-shaped cladome.
material entity;clathrate skeleton;Polyhedral arrangement of fibroreticulate sheets
material entity;globoferous cell;Cell with a single large globule, a reduced cytoplasm, and a small conical nucleus (Clathriidae)
material entity;subtylostyle;Tylostyle with one end pointed, the other with a slight swelling or knob. the swelling, more or less distinct, may be displaced along the shaft
material entity;gemmule;A resistant asexual reproductive body, composed of a mass of archaeocytes charged with reserves and enclosed in a noncellular protective envelope or coat
material entity;pillar;Radial skeletal component, relatively short compared with COLUMN
material entity;sublithistid skeleton;Skeleton consisting of a loose assemblage of desmas
quality;clathrate;Resembling open latticework (Clathrina coriacea)
material entity;cladotylote;Monaxon megasclere, one end with knobs, the other with hooks
material entity;gastralia;All spicules that line the main exhalant cavity. See AUTOGASTRALIA, HYPOGASTRALIA
material entity;cinctoblastula;Hollow larva, entirely flagellated, with a central ring of pigmented cells. typical of Homoscleromorpha
specifically dependent continuant;friable;Easily broken, delicate, brittle.
material entity;paucispicular fiber;Fiber or tract with two to five megascleres adjacent to one another
material entity;subatrial spicule;Sagittal spicule with paired rays adjacent to the atrial skeleton.
material entity;choristid megasclere arrangement;Predominantly radiate, occasionally confused arrangement of megascleres including triaenes with cladome outward, lacking spongin, and commonly with a cortex.
material entity;free actine;A ray that projects through the external or the atrial surface.
material entity;parenchymella;Larva composed of an envelope of flagellated cells surrounding an internal mass of cells
material entity;style;Monaxon spicule with one end pointed, the other (head or base) blunt
material entity;cladome;The clads of a triaene or triaene-derivative spicule.
material entity;pentactin;Five-rayed spicule.
material entity;clad;Any ray or axial branch containing an axis or axial canal confluent with that of the protoclad or protorhabd in any type of spicule. term chiefly used in triaene spicules.
material entity;fuchsinophilic cell;Cell with inclusions that react positively with acid fuchsin.
quality;pedunculate;Supported by a short stalk containing choanosome (Aplysina pedunculata)
material entity;subcortical spicule;A pseudosagittal triactine, with unpaired actine and a shorter paired actine adjacent to the cortex, or a tetractine with basal triradiate system adjacent to the cortex.
material entity;choanoskeleton;Skeleton of the part of the sponge that contains choanocytes
material entity;forceps;A U-shaped microsclere
material entity;paratangential skeleton;Arrangement of ectosomal spicules intermediate between the palisade and tangential type
material entity;strongylaster (= chiaster);Aster with free, isodiametric, blunt rays
material entity;choanoderm;Surface lined by choanocytes.
immaterial entity;foramen;Circular pore in laminae connecting adjoining interlamellar spaces (fo in figure, which also shows cc = choanocyte chamber. ct = crypt tissue. sk = rigid aspicular skeleton. spi = spicule. and ta = tabula).
material entity;parasagittal spicule;Bilaterally symmetrical triactine or tetractine with unequal actines, having equal angles (120 degrees) between the basal rays when projected into a plane perpendicular to the optic axis.
specifically dependent continuant;strobiloplumicome;Plumicome with numerous slender terminal rays arranged in two concentric circles
material entity;choanosome;The internal region of a sponge, including the choanocyte chambers.
process;fragmentation;Breakup of a sponge without concomitant formation of special reproductive bodies.
material entity;parenchymalia;All spicules in the choanosome
material entity;strongyloxea;A fusiform oxea with one end blunt.
material entity;choanosomal skeleton;Skeleton of the main body, supporting the canal system and responsible for the form of the sponge.
specifically dependent continuant;fragile;Easily broken.
material entity;parchment;Tangential ectosomal skeleton in which the megascleres are arranged in a tight feltwork
material entity;strongyle;An isodiametric, diactinal megasclere with rounded ends
specifically dependent continuant;stoloniferous;Condition in which distinct, massive parts of a sponge are interconnected by repent, rope-like structures (Haliclona tubifera).
material entity;follicle cell;Cell in a group surrounding an oocyte
material entity;pappocome;Graphicome-like spicule with diverging terminal rays
material entity;streptaster;Aster in which the rays proceed from an axis that is usually spiral
material entity;papillate surface;Surface bearing papillae (Polymastia spp.)
occurrent;stomoblastula stage;Developmental stage of amphiblastulas that precedes the reversion stage and is characterized by internal flagella and a large opening through which the eversion occurs
material entity;amphidisc;Dumbbell-shaped microsclere with ends developed into umbel-like expansions. Three size classes, termed macramphidisc, mesamphidisc, micramphidisc
quality;crateriform;Massive shape, with a broad base and large central depression (Xestospongia muta).
material entity;amphitriaene;A double triaene with a short rhabd bearing two opposed cladomes
material entity;cortical spicule;Spicule or skeleton of the external layer or cortex of the sponge
material entity;interstitial spicule;Free choanosomal spicule not included in tracts or fibers, common in subectosomal skeleton
material entity;prosochete;In fossil sponges, inhalant canal leading to prosopore.
material entity;amphitrider;Tetraclone resembling an amphitriaene.
quality;anastomosing;Tracts, lines, or fibers are interconnected
material entity;crepis;The fundamental, inceptional body of a desma before it is modified by deposition of multiple layers of silica. A monocrepid desma develops from a monaxon spicule that is recognized by a straight, undivided axial thread (canal). a tetracrepid desma is based on a tetraxon spicule with a four-rayed axial thread (a small calthrops. see bottom of figure). an acrepid desma is based on a polyaxon fundamental structure lacking axial threads.
material entity;ambucinate;Diactin with spines recurved toward the center
material entity;corrugated surface;Surface with alternating parallel ridges and grooves (Callyspongia plicifera)
material entity;inhalant canal;Any canal forming part of the inhalant system and lined by the prosopinacoderm.
material entity;primary spicule;The major structural megasclere in any particular sponge.
material entity;trabecular tissue;Syncytia in hexactinellids occurring around the choanochambers.
material entity;cored fiber;A fiber that incorporates indigenous spicules or foreign material (spicules and sediment). coring may be light and limited to a central axis or may fill in the whole fiber
quality;infundibuliform;Funnel shaped (Callyspongia plicifera)
material entity;primary calcareous skeleton;Initially formed skeletal components
material entity;toxa;Bow-shaped microsclere
material entity;amphiaster;A microsclere with microspined rays radiating from both ends of a shaft. the rays are shorter than the shaft
material entity;cortical skeleton;Ectosomal skeleton reinforced by a layer of special skeleton elements.
material entity;intermedia;Parenchymalia situated among the principalia or dictyonalia
material entity;principalia;Spicules making up main skeletal framework
material entity;triactin;Spicule with three rays in one plane
material entity;amphiblastula;Hollow, ovoid larva, with anterior flagellated and posterior nonflagellated groups of cells. typical of Calcaronea
material entity;cortex;A superficial region of a sponge reinforced by a special organic or inorganic skeleton
material entity;inhalant system;Part of the aquiferous system between ostia and prosopyle.
material entity;primary spicule framework;Framework of spicules around which a cement is deposited
material entity;tract;A column of aligned megascleres.
material entity;conical megasclere;Adjective referring to the extremities of megascleres. See OXEA.
material entity;hypogastralia;Gastralia with one actin protruding inward, the other ones oriented tangentially to the atrium
material entity;posterior pole;Pole opposite to anterior pole when larva is swimming, often without flagella.
material entity;tignule;Gigantic, isolated diactin (Hyalonema toxeres).
material entity;hypodermalia;Dermalia with one actin protruding inside the body and the other ones tangential to the external surface
material entity;thraustoxa;Toxa-like, smooth to spinose microsclere, double- bent in the middle and often with central swelling (genus Rhabderemia)
material entity;alveolate skeleton;Skeleton arranged around choanosomal cavities
specifically dependent continuant;incompressible;Not easily squeezed.
material entity;primary fiber;An ascending fiber ending at a right angle to the surface
specifically dependent continuant;tough;Resistant to tearing (Ircinia).
material entity;amararhysis;Paleontological term for longitudinal, tunnellike canal opening to the exhalant surface by slit-like apertures.
material entity;conulose surface;Surface with numerous cone-shaped projections raised up by underlying skeleton (Dysidea sp.)
material entity;inarticulate skeleton;Choanoskeleton composed only of the unpaired rays of the subatrial spicules and of one of the rays of the cortical or subcortical spicules. Without specific spicules of the choanoskeleton
immaterial entity;posticum;Cf. apopore (= osculum). in fossil sponges.
material entity;tornote;A straight, isodiametric, diactinal megasclere with conical or mucronate extremities
material entity;porocalyx;Cup-shaped depressions with pore-sieves, typical of some genera of Tetillidae
material entity;thesocyte;Vitelline-rich archaeocyte in a sponge gemmule (th in figure).
material entity;thaumatochela;A rare, minute anisochela with the smaller extremity jar- or slipper-shaped and partly enveloped by four alae issuing from the opposite end and forming an umbrella-like structure (Mycale thaumatochela).
material entity;ala;One of the thin, wing-like or spatulate structures in each recurved portion of a chela. The anterior ala is the one facing the shaft. others are lateral alae. See CHELA.
material entity;acerate spicule;Pointed like a needle. adjective referring to the extremities of megascleres. See OXEA.
material entity;compound fiber;Several fibers merged or intricately interconnected
material entity;honeycombed surface;Surface with polygonal pattern of ridges (Verongula gigantea)
material entity;pore sieve;A specialized area of the ectosome with a cluster of ostia and an underlying inhalant cavity called the vestibule
material entity;actine ray;A centered ray containing an axis or axial canal. See also CLAD.
material entity;homogeneous fiber;A fiber without central pith and without conspicuous layers
material entity;pore groove;A furrow in the ectosome where the ostia are located
material entity;tetrapocillum;A rare, modified isochela having two small disks both at the extremities and in the middle of a straight shaft. the two in the middle are fused (genus Tetrapocillon)
material entity;actinocyte;Elongated contractile cell often grouped in sphincter- like structure around the osculum, below the sieve- plates, and around the large exhalant canals. Characterized by numerous filaments of actin within their cytoplasm. New term for the contractile cell (ac in figure).
material entity;confused skeleton;Irregularly positioned megascleres.
material entity;agglutinated support;Creating substrate or support by cementing together a mixture of foreign material, such as sand, shell, or rock.
specifically dependent continuant;compressible;Easily squeezed.
material entity;hymedesmioid skeleton;Skeleton of encrusting sponge where monactine megascleres are arranged singly with heads fixed to a basal plate of spongin and points directed outward
quality;spined;Prefix meaning spined, as in acanthostyle or acanthomicrorhabd
material entity;column;Radial skeletal element in stromatoporoids, with a greater degree of continuity and larger than PILLARS.
material entity;hilum;A more or less distinct, funnel-shaped depression in the surface of a STERRASTER, situated on one side in ellipsoidal forms. also occurs in ASPIDASTERS in reduced form, resembling an umbilicus.
material entity;pocket cell;Special kind of bacteriocyte that surrounds an area of the intercellular matrix, including microsymbionts
material entity;tetractin;Spicule with four rays in one plane
material entity;acanthophore;Spicule having two to six stout spined rays, typically surrounding the point of insertion of the root tuft in Hyalonema species.
material entity;collencyte;Cell with branching pseudopods/cytoplasmic strands, involved in the secretion of collagen (co in figure).
material entity;hexaster;Microsclere with six branched rays.
material entity;plumose skeleton;A type of skeletal construction made of primary fibers or spicule tracts from which skeletal elements radiate obliquely
material entity;tetraclone;Tetraxial desma that does not show a triaenose symmetry. the zygomes are typically terminal.
material entity;accessory spicule;A megasclere echinating the primary skeleton. See ECHINATING SPICULE.
material entity;comitalia;Parenchymalia located close and parallel to principalia
material entity;hispidation;Spicules projecting through the pinacoderm.
material entity;polytylote megasclere;Megasclere with several annular swelling along its shaft
material entity;tetradisc;Microsclere with four actins ending in amphidisc like umbels
material entity;accretive reticulation;Regularly anisotropic reticulation with ascending (primary and radial) fibers or tracts and interconnecting fibers or tracts about equal in thickness
quality;columnar;Shape of solid, erect cylinder (Petrosia capsa)
material entity;hispid surface;Surface with long and scattered spicular projections (Stelletta spp.)
specifically dependent continuant;polymorphic;Occurring in different shapes.
material entity;tetractine;A spicule with four rays (in figure, sagittal tetractine at the top and regular tetractine at the bottom).
material entity;hemioxyhexaster;Hexaster in which two opposite rays are longer than the other four. the branched rays are reduced or absent (genus Aphrocallistes)
material entity;plesiaster;A streptaster with a very short shaft (always shorter than the spines)
material entity;tangential spicule;Spicule arranged parallel to the surface.
specifically dependent continuant;platy;Thickly lamellate, usually in horizontal orientation.
material entity;tangential skeleton;Ectosomal skeleton arranged parallel to the surface (figure shows upper right, view from the top).
material entity;collar body;Anucleate choanocyte in hexactinellids.
material entity;hexadisc;Microhexactin with six actins ending in amphidisclike umbels
material entity;plumoreticulate skeleton;A type of plumose skeletal construction in which cross-connections occur
material entity;tertiary fiber;In a reticulate skeleton, a fiber interconnecting the secondary fibers
process;smoking;Massive release of gametes.
material entity;collagen fascicle;A dense band of intercellular collagen fibrils, which has a skeletal role in some sponges (e.g., genus Chondrosia)
material entity;hexactin;Siliceous spicule with six unbranched rays perpendicular to one another.
material entity;pleuralia;Spicules protruding from lateral surface.
material entity;tauactin;Large, smooth triactin (genus Monorhaphis).
immaterial entity;tabulate osculum;Osculum in stromatoporoids that has been repeatedly partitioned by secondarily deposited tabulae.
material entity;spicule;
material entity;spicule;siliceous or calcareous entities that form the mineral skeleton of a sponge
material entity;apopinacoderm;Surface lined by apopinacocytes.
immaterial entity;osculum;an excretory structure in the living sponge, a large opening to the outside through which the current of water exits after passing through the spongocoel. Wastes diffuse into the water and the water exits through the osculum at a velocity of nearly 8.4 cm/second, carrying away with it the sponge's wastes. The size of the osculum is regulated by the myocyte. Its size, in turn, determines the amount of water flowing through the sponge.
material entity;diapason;Sagittal triactine with parallel paired rays
material entity;spongocyte;In addition to or instead of sclerocytes, demosponges have spongocytes that secrete a form of collagen that polymerizes into spongin, a thick fibrous material that stiffens the mesohyl.
material entity;aphodus;Small exhalant canal leading from the apopyle to an exhalant canal (ap in figure).
material entity;diactine;Megasclere with two actines (two rays or two points)
material entity;lithistid skeleton;Main skeleton consisting of an interlocked assemblage of desmas
specifically dependent continuant;resilient;Resumes original shape after deformation.
material entity;myocyte;conduct signals and cause parts of the animal to contract. They are assumed to regulate the flow of water by increasing or decreasing the diameter of these openings to the aquiferous system.
material entity;apical actine (ray);The fourth actine of a tetractine that is joined to the basal triradiate system
material entity;diactin;Megascleres with two rays and frequently with central swellings indicating the hexactin origin.
material entity;lipostomous surface;Condition of a surface in which oscula and ostia are inconspicuous (in old descriptions).
specifically dependent continuant;repent;Growing along or just above the substrate, simple or branching, attaching to the substrate at intervals (Hali clona simulans)
material entity;gray cell;cells that acts as sponges' equivalent of an immune system.
material entity;apochete;Exhalant canal in fossil sponges.
material entity;diancistra;A microsclere with hooked, knife-shaped ends, notched where they join the shaft and in the middle of the shaft (genus Hamacantha)
material entity;archaeocyte;amoeba-like large cells with large nuclei that are totipotent. They also have important roles in feeding and in clearing debris that block the ostia.
material entity;apopinacocyte;Endopinacocyte lining the exhalant canal (ai in figure).
material entity;diaene;Reduced triaene with two clads
quality;lobate;Having rounded projections.
material entity;reticulate skeleton;Three-dimensional network of fibers, tracts, lines, or single spicules.
material entity;anthaster;An euaster with tuberculate, denticulate, or spined, sometimes digitate, expansions at the ray tips (Chondrilla grandis)
material entity;dermalia;Spicules of the external sponge surface. See AUTODERMALIA, HYPODERMALIA
material entity;line of spicules;Unispicular tract
material entity;raphide;A very thin, hair-like microsclere, often in bundles called trichodragmas
material entity;cruciform cell;
specifically dependent continuant;limp;Soft to the point of collapsing out of water.
material entity;radiate skeleton;A type of skeleton in which the structural components diverge from a central region toward the sponge surface
material entity;sclerocyte;spicule secreting cells, found in sponges. They secrete calcareous or siliceous spicules which are found in the mesohyl layer of sponges. The sclerocytes produce spicules via formation of a cellular triad
material entity;deuteroclad;An actinal branch or a distal, branched portion of a ray. See DICHOTRIAENE.
material entity;regular spicule;Triactine or tetractine spicule with basal rays of equal length, and with equal angles (120 degrees) between them, when projected into a plane perpendicular to the optic axis
material entity;secretory cell;
material entity;aphodal;Type of choanocyte chamber that connects directly with the inhalant canals through prosopyles and with the exhalant canal through an apopyle extended by an aphodus. Only one chamber opens into one aphodus
material entity;desma;A typical interlocked megasclere with hypertrophic terminal secretion of silica.
material entity;linked spicules;Spicules that are interlocked by zygosis, without cement
material entity;reduction body;A multicellular mass resulting from the disorganization of a sponge and presumably capable of reorganizing into a new functional sponge.
material entity;pseudosagittal spicule;A subcortical triactine essentially sagittal, but having unequally long and differently curved rays on each side of the unpaired angle
material entity;dendroclone;Desma with branched ends or tetracladine, amphitrider-like. always positioned perpendicular to skeletal fibers.
material entity;leuconoid system;Aquiferous system in which the choanocytes are restricted to discrete choanocyte chambers, which are dispersed in the mesohyl.
material entity;lax (= loose, vague) skeleton;Skeleton lacking clear tracts or fibers
material entity;punctate surface;Surface appearing dotted because of microscopic pores.
material entity;sponge larval cell;
material entity;anisotropic skeleton;Reticulate skeleton with primary and secondary tracts, lines, or fibers
material entity;dendritic skeleton;A skeleton consisting of single or ramifying fibers or tracts that branch but rarely anastomose (tree-like branching)
material entity;rhabdiferous cell;Large cell with numerous rod-like inclu sions parallel to the long axis of the cell containing acid mucopolysaccharides
material entity;latilamina;A macroscopic, banded calcareous skeletal plate in stromatoporoids
material entity;macromere;Posterior non-ciliated larval cell that will differentiate into a pinacocyte.
material entity;anterior pole;Pole directed forward when larva is swimming.
material entity;micromere;anterior ciliated cell of the sponge larva that will differentiate into a choanocyte or spicule-forming cell
material entity;mesohyl;An extracellular matrix enclosed by pinacoderm and choanoderm, the mesohyl is composed primarily of galectin, collagen, fibronectin-like molecules, dermatopontin, and other polypeptides. The mesohyl contains cells (microbial and eukaryotic) and skeletal elements (collagen, spongin, chitin, and/or minerals). (Boury-Esnault and Rützler 1997. Müller 2003)
material entity;anchorate chela;An isochela with three or more free alae (at each end) in the form of recurved processes shaped like anchor claws (unguiferous) or anchor blades (spatuliferous). with two incipient lateral alae fused with the shaft over their entire length and a gently curved, not abruptly arched shaft. An anchorate chela with three teeth is called a tridendate chela.
material entity;cuticle;A spongin layer covering the surface or a part of the surface of a sponge.
quality;lamellate;Plate-like erect (Phyllospongia lamellosa).
material entity;protriaene;A triaene in which the clads are directed or sharply curved forward, away from the rhabd
material entity;choanocyte;A cell that lines the interior of Asconoid, syconoid and leuconoid body type sponges that contain a central flagellum surrounded by a collar of microvilli which are connected by a thin membrane. The choanocyte is ovoid, with one end adjacent to the mesohyl (in some species). It is the closest family member to the free-living ancestor called choanoflagellate. The flagellae beat regularly, creating a water flow across the microvilli which can then filter nutrients and other food from the water taken from the collar of the sponge. Food particles are then phagocytosed by the cell. Choanocytes are found dotting the surface of the spongocoel in asconoid sponges and the radial canals in syconoid sponges, but they comprise entirely the chambers in leuconoid sponges. By cooperatively moving their flagella, choanocytes generate a flow of water through the sponges pores, into the spongocoel, and out through the osculum. This improves both respiratory and digestive functions for the sponge, pulling in oxygen and nutrients and allowing a rapid expulsion of carbon dioxide and other waste products. Although all cells in a sponge are capable of living on their own, choanocytes carry out most of the sponge's ingestion, passing digested materials to the amoebocytes for delivery to other cells.
material entity;angulate spicule;Sharply bent. referring to overall spicule shape, as in oxea or sigmas. See OXEA.
quality;curved;Referring to spicule shape (may be symmetrical or asymmetrical). See OXEA.
material entity;isotropic reticulation;Reticulation without differentiation into primary or secondary fibers, tracts, or lines.
material entity;protorhabd;The original simple shaft of ornamented monaxons and of triaenes.
material entity;cystencyte;Cell with a single large vesicle containing amorphous material identified as polysaccharide and occupying most of the cell volume
material entity;laminated fiber;A fiber in which concentric layers are visible
material entity;pseudogemmule;Accumulation of gemmular archaeocytes (crypt cells, tract cells) in basal cavities of a solid calcareous skeleton
material entity;lophocyte;amoeba-like cells that move slowly through the mesohyl and secrete collagen fibres.
material entity;anisochela;A chela with unequal ends
material entity;cyrtancistra;A sigma with semilanceolated extremities (genus Pozziella)
material entity;lamina;Calcareous plate in stromatoporoids, perpendicular to radial skeletal components
material entity;pseudocalyx;One of a group of skeletal tubes - closely packed together, mostly hexagonal in shape and containing the live material - that resemble the calices or corallites of cnidarians.
material entity;croca;A J-shaped microsclere
material entity;anatriaene;A triaene in which the clads are sharply curved backward
material entity;irregular microstructure;Structure in which tangled crystal fibers have no preferred orientation (e.g., genus Vaceletia). Shape and nature of the crystal fiber may be diverse
material entity;prosopinacoderm;Surface lined by prosopinacocytes.
material entity;sponge cell;
material entity;anaxial desma;Desma without central axis.
material entity;crystal ultrastructure;Organization of the skeletal crystals observed after special preparation showing the relationship between organic and mineral phases.
material entity;isodictyal reticulation;Isotropic reticulation in which the meshes are triangular and have sides one spicule long
material entity;protoclad;The proximal, unbranched portion of a branched ray. See DICHOTRIAENE.
material entity;sponge;Sponge bodies consist of jelly-like mesohyl sandwiched between two thin layers of cells. While all animals have unspecialized cells that can transform into specialized cells, sponges are unique in having some specialized cells that can transform into other types, often migrating between the main cell layers and the mesohyl in the process. Sponges do not have nervous, digestive or circulatory systems. Instead, most rely on maintaining a constant water flow through their bodies to obtain food and oxygen and to remove wastes, and the shapes of their bodies are adapted to maximize the efficiency of the water flow. All are sessile aquatic animals and, although there are freshwater species, the great majority are marine (salt water) species, ranging from tidal zones to depths exceeding 8,800 metres (5.5 mi)
material entity;anchor;Anchor-like spicule, protruding free from the basal part of the sponge. derived from diactine, triactine, or tetractine spicules, with terminal rays or spines, curved in the proximal direction along the main ray
material entity;crypt tissue;Masses of thesocyte-like cells lodged within the basal crypts (chambers) of the calcareous skeleton (see ct in figure).
material entity;isochela;A chela with equal ends
