class;term;comment
independent continuant;frontal suture;The cuticular suture that surrounds the frons and is connected to the coronal suture.
independent continuant;gena;The lateral region of the head capsule, connected dorsally to the lateral regions of the vertex.
independent continuant;alinotum;The sclerite that is on the lateral region of the notum and is adjacent to the wing.
independent continuant;gular sulcus;The cuticular sulcus that coincides with the gular ridge, separating the gula fron the gena
independent continuant;subgena;The lateral region of the head capsule that connects dorsally to the ventral side of the gena and ventrally to the mandible.
independent continuant;prealar sclerite;The sclerite of the pterothorax that is attached to some muscle.
independent continuant;mandibular incisor lobe;The region of the cuticle that is distal and medial on the cuticle of the insect mandible.
material entity;profurca-prophragmal muscle;The dorsoventral thoracic muscle that extends between the profurca and the lateral region of the prophragma.
material entity;prophragma-tentorial muscle;The dorsoventral thoracic muscle that extends between the tentorium and the prophragma.
material entity;prophragma-mesophragmal muscle;The dorsal longitudinal thoracic muscle that extends between the medial region of the prophragma and the medial region of the mesophragma.
independent continuant;frons;The region of cuticle of the head capsule that is located posterior to the clypeus and delimited by the frontal suture.
independent continuant;cervical sclerite;The sclerite that is surrounded by the neck membrane.
independent continuant;frontoclypeal sulcus;The sulcus that coincides with the frontoclypeal ridge and separated the frons from the clypeus.
material entity;profurca-occipital muscle;The dorsoventral thoracic muscle that extends between the posterior region (occipital region) of the head capsule and the profurca.
independent continuant;postoccipital ridge;The ridge along the dorsal and lateral regions of the head capsule that is adjacent to the foramen occipitale.
material entity;propleuron;The region of the cuticle on the lateral region of the prothorax that is attached to the pronotum and the prosternum, and is attached to the procoxa by the procoxal muscle and the basal procoxal conjunctiva.
independent continuant;cibarium;The conjunctiva that is part of the head capsule and is continuous with the epipharynx and the hypopharynx.
material entity;insect abdominal muscle;The somatic muscle that is part of the insect abdomen.
independent continuant;pretarsal claw;The sclerite that is part of the pretarsus.
material entity;profurca-mesonotal muscle;The dorsoventral thoracic muscle that extends between the profurca and the mesonotum.
independent continuant;poststernite;The part of the sternum that is attached to the posterior margin of the spinasternum.
independent continuant;empodium;The cuticular protrusion that is part of the pretarsus, ventral to the tarsal claws and medial to the pulvilli (if present).
independent continuant;abdominal tergite;The sclerite of the insect abdomen that is dorsal and medial.
independent continuant;femoro-tibial conjunctiva;The conjunctiva that encircles the tibia by joining the distal margin of the femur and the proximal margin of the tibia.
material entity;insect mesothoracic segment;The insect body segment that corresponds to the mesothorax and is posterior to the insect prothoracic segment.
independent continuant;abdominal sternite;The sclerite of the insect abdomen that is ventral and medial.
independent continuant;profemoro-protibial conjunctiva;The conjunctiva that encircles the protibia by joining the distal margin of the profemur and the proximal margin of the protibia.
independent continuant;preabdomen;The region of cuticle of the insect abdomen that is posteriorly connected to the postabdomen.
independent continuant;mesotrochantero-mesofemoral conjunctiva;The conjunctiva that encircles the mesofemur by joining the distal margin of the mesotrochanter and the proximal margin of the mesofemur.
material entity;insect abdominal segment X;The insect abdominal segment that is posterior to the insect abdominal segment IX and composed of abdominal tergite X and abdominal sternite X.
independent continuant;postabdomen;The region of cuticle of the insect abdomen that is anteriorly connected to the preabdomen.
independent continuant;metatrochantero-metafemoral conjunctiva;The conjunctiva that encircles the metafemur by joining the distal margin of the metatrochanter and the proximal margin of the metafemur.
material entity;insect prothoracic segment;The insect body segment that corresponds to the prothorax and is posterior to the insect cephalic segment.
independent continuant;pleural membrane;The conjunctiva of the insect abdomen that surrounds the spiracles.
independent continuant;coxal-trochanteral conjunctiva;The conjunctiva of the leg joining the distal margin of a coxa and the proximal margin of a femur.
material entity;insect abdominal segment IV;The insect abdominal segment that is posterior to the insect abdominal segment III and composed of abdominal tergite IV and abdominal sternite IV.
independent continuant;anteclypeus;The region of the cuticle comprising the anterior region of the clypeus.
independent continuant;protrochanter;The cuticle of the segment of a fore leg attached to the distal margin of the procoxa by the procoxal-protrochanteral conjunctiva and to the proximal margin of the profemur by the protrochantero-profemoral conjunctiva.
material entity;insect abdominal segment V;The insect abdominal segment that is posterior to the insect abdominal segment IV and composed of abdominal tergite V and abdominal sternite V.
material entity;insect abdominal segment III;The insect abdominal segment that is posterior to the insect abdominal segment II and composed of abdominal tergite III and abdominal sternite III.
material entity;insect ocellus;The sense organ of the insect head that is covered by eye cuticle.
independent continuant;trochantero-femoral conjunctiva;The conjunctiva that encircles the femur by joining the distal margin of the trochanter and the proximal margin of the femur.
material entity;insect abdominal segment VIII;The insect abdominal segment that is posterior to the insect abdominal segment VII and composed of abdominal tergite VIII and abdominal sternite VIII.
independent continuant;laminatentoria;Are apophyses of the tentorium originating at each anterior tentorial arm.
independent continuant;protrochantero-profemoral conjunctiva;The conjunctiva that encircles the profemur by joining the distal margin of the protrochanter and the proximal margin of the profemur.
material entity;insect abdominal segment IX;The insect abdominal segment that is posterior to the insect abdominal segment VIII and composed of abdominal tergite IX and abdominal sternite IX.
independent continuant;clypeolabrum;The region of the cuticle that is composed of the clypeus and the labrum.
independent continuant;mesotrochanter;The cuticle of the segment of a mid leg attached to the distal margin of the mesocoxa by the mesocoxal-mesotrochanteral conjunctiva and to the proximal margin of the mesofemur by the mesotrochantero-mesofemoral conjunctiva.
material entity;insect abdominal segment VI;The insect abdominal segment that is posterior to the insect abdominal segment V and composed of abdominal tergite VI and abdominal sternite VI.
material entity;insect compound eye;The sense organ of the insect head that is covered by the eye cuticle.
independent continuant;metatrochanter;The cuticle of the segment of a hind leg attached to the distal margin of the metacoxa by the metacoxal-metatrochanteral conjunctiva and to the proximal margin of the metafemur by the metatrochantero-metafemoral conjunctiva.
material entity;insect abdominal segment VII;The insect abdominal segment that is posterior to the insect abdominal segment VI and composed of abdominal tergite VII and abdominal sternite VII.
independent continuant;hypostoma;The region of the head capsule that comprises the posterior region of the subgena.
independent continuant;abdominal tergite X-paraproct conjunctiva;The conjunctiva of the postabdomen that joins the abdominal tergite X and each paraproct.
material entity;insect abdominal segment I;The insect body segment that is part of the insect abdomen and is posterior to the insect metathoracic segment.
independent continuant;hypostomal ridge;The ridge composing the posterior region of the subgenal ridge.
independent continuant;trochanter;The cuticle of the segment of a leg attached to the distal margin of the coxa by the coxal-trochanteral conjunctiva and to the proximal margin of the femur by the trochantero-femoral conjunctiva.
material entity;insect abdominal segment II;The insect abdominal segment that is posterior to the insect abdominal segment I and composed of abdominal tergite II and abdominal sternite II.
independent continuant;circumantennal ridge;The ridge of the head capsule that encircles the antennal foramen.
independent continuant;cercus;The bilaterally paired region of the cuticle of the postabdomen located between the epiproct and the paraproct
material entity;insect thoracic segment;The insect body segment that is part of the insect thorax.
independent continuant;postocciput;The dorsolateral region of the head capsule that is posterior to the postoccipital ridge
independent continuant;pterothorax;The region of cuticle of the insect thorax that contains the mesothorax and the metathorax and bears the mid legs, the hind legs and the wings.
material entity;insect abdominal segment;The insect body segment that is part of the insect abdomen.
independent continuant;occipital ridge;The ridge that runs along the posterior region of the head capsule.
independent continuant;tarsus;The cuticle of the segment of the leg that is composed of tarsomeres connected to each other by intertarsomeral conjunctiva. The first tarsomere is connected to the distal margin of the tibia by the tibio-tarsal conjunctiva.
independent continuant;postclypeus;The region of cuticle comprising the posterior region of the clypeus.
material entity;posterior mesothoracic foramen;The thoracic foramen that is at the posterior margin of the cuticle of the mesothorax.
independent continuant;katepimeron;The region of cuticle on the ventral region of the epimeron.
material entity;posterior metathoracic foramen;The thoracic foramen that is at the posterior margin of the cuticle of the metathorax.
independent continuant;postgena;The posterior region of the head capsule that is continuous with the posterior region of the gena and is anterior to the postoccipital ridge.
independent continuant;spina;The sclerite attached to the spinasternum.
material entity;insect appendage segment;The insect region of integument that has a ring sclerirte, continuous with ring conjunctiva, and attached to somatic muscle.
independent continuant;postgenal bridge;The region of the head capsule that is continuous with the postgena and adjacent to the foramen occipitale.
material entity;insect cephalic segment;The insect body segment that is part of the insect head.
material entity;alaforamen;The arthropod foramen that is part of the foramen occipitale and is located above the tentorial bridge.
independent continuant;axillary sclerite;The sclerite that is surrounded by the basal wing conjunctiva.
material entity;anterior metathoracic foramen;The thoracic foramen that is at the anterior margin of the cuticle of the metathorax.
material entity;neuroforamen;The arthropod foramen that is part of the foramen occipitale and located below the tentorial bridge.
independent continuant;precoxal ridge;The ridge that is anterior to a coxa, demarcated by the anapleural sulcus.
material entity;insect body segment;The insect region of integument that is continuous with conjunctiva and attached to somatic muscle.
independent continuant;spermathecal gland;The region of the cuticle that is part of the oviduct and attached to the spermatheca.
independent continuant;ovipositor;The region of cuticle of the postabdomen that is distal to the genital chamber.
independent continuant;gonostylus IX;The region of the cuticle of the postabdomen that is paired and connected to the anterior region of the gonocoxa IX.
independent continuant;spermatheca;The region of the cuticle that is part of the oviduct and connected to the bursa copulatrix.
independent continuant;cercomere;The cuticle of the mere that is part of the cercus.
material entity;sensillum placodeum;The seta that is flattened.
independent continuant;mesotarso-mesopretarsal conjunctiva;The conjunctiva that encircles the mesopretarsus by joining the distal margin of the distalmost mesotarsomere and the proximal margin of the mesopretarsus.
independent continuant;trichobothrium;The seta that is elongated.
independent continuant;metatarso-metapretarsal conjunctiva;The conjunctiva that encircles the metapretarsus by joining the distal margin of the distalmost metatarsomere and the proximal margin of the metapretarsus.
independent continuant;protarsus;The cuticle of the segment of the leg that is composed of protarsomeres connected to each other by intertarsomeral conjunctiva. The first protarsomere is connected to the distal margin of the protibia by the protibio-protarsal conjunctiva.
independent continuant;gonapophysis;The cuticle of the appendage of the abdominal sternite VIII that is part of the ovipositor.
independent continuant;protarso-propretarsal conjunctiva;The conjunctiva that encircles the propretarsus by joining the distal margin of the distalmost protarsomere and the proximal margin of the propretarsus.
material entity;gonopore;The orifice in the postabdomen that marks the opening of the reproductive system.
independent continuant;metapretarsus;The cuticle of the appendage of the hind leg that is attached to the metatarsus by the metatarso-metapretarsal conjunctiva.
independent continuant;gonostylus VIII;The region of the cuticle of the postabdomen that is paired and connected to the anterior region of the gonocoxa VIII.
material entity;insect anus;The orifice on the postabdomen at the posterior margin of the digestive tract, connected to the epiproct and paraprocti.
independent continuant;paraphyses;The proximal apodemes of the aedeagus.
independent continuant;propretarsus;The cuticle of the appendage of the fore leg that is attached to the protarsus by the protarso-propretarsal conjunctiva.
independent continuant;ductus ejaculatorius;The region of the cuticle thar is proximally attached to the gonopore.
independent continuant;mesopretarsus;The cuticle of the appendage of the mid leg that is attached to the mesotarsus by the mesotarso-mesopretarsal conjunctiva.
independent continuant;gonocoxa VIII;The paired sclerite of the postabdomen that is attached to the abdominal sternite VII by the abdominal sternite VII-gonocoxa conjunctiva and is articulated with abdominal tergite IX. It is attached at the base of gonostylus VIII and adjacent to the gonopore.
independent continuant;mesotarsus;The cuticle of the segment of the mid leg that is composed of mesotarsomeres connected to each other by intertarsomeral conjunctiva. The first mesotarsomere is connected to the distal margin of the mesotibia by the mesotibio-mesotarsal conjunctiva.
independent continuant;genital chamber;The region of cuticle that is connected to the oviduct, the bursa copulatrix and the gonocoxa VIII, and is adjacent to the gonopore.
independent continuant;endophallite;The region of cuticle of the endophallus that is thicker.
independent continuant;tarso-pretarsal conjunctiva;The conjunctiva that encircles the pretarsus by joining the distal margin of the distalmost tarsomere and the proximal margin of the pretarsus.
independent continuant;bursa copulatrix;The region of the cuticle in the postabdomen that is attached to the genital chamber.
independent continuant;metatarsus;The cuticle of the segment of the leg that is composed of metatarsomeres connected to each other by intertarsomeral conjunctiva. The first metatarsomere is connected to the distal margin of the metatibia by the metatibio-metatarsal conjunctiva.
independent continuant;epiproct;The sclerite of the postabdomen that is attached to the posterior margin of the abdominal tergite X by the abdominal tergite X-epiproct conjunctiva.
independent continuant;metafemoro-metatibial conjunctiva;The conjunctiva that encircles the metatibia by joining the distal margin of the metafemur and the proximal margin of the metatibia.
independent continuant;paraproct;The paired sclerite of the insect abdomen that is attached to the lateral margin of the abdominal tergite X by the abdominal tergite X-paraproct conjunctiva.
independent continuant;tibio-tarsal conjunctiva;The conjunctiva that encircles the tarsus by joining the distal margin of the tibia and the proximal margin of the tarsus.
independent continuant;mesofemoro-mesotibial conjunctiva;The conjunctiva that encircles the mesotibia by joining the distal margin of the mesofemur and the proximal margin of the mesotibia.
independent continuant;paramere;The cuticle of the paired cuticular evagination of the postabdomen that is attached to the cuticle of phallobase by the phallobasal-parameral conjunctiva and to the cuticle of aedeagus by the paramero-aedeagal conjunctiva.
independent continuant;metatibio-metatarsal conjunctiva;The conjunctiva that encircles the metatarsus by joining the distal margin of the metatibia and the proximal margin of the metatarsus.
independent continuant;phallobase;The region of cuticle of the postabdomen that is attached to the abdominal sternite IX by the abdominal sternite IX-phallobase conjunctiva and to the paramere by the phallobasal-parameral conjunctiva.
material entity;mesopleuron;The region of the cuticle on the lateral region of the mesothorax that is attached to the mesonotum and the mesosternum, and is attached to the mesocoxa by the mesocoxal muscle and the basal mesocoxal conjunctiva.
independent continuant;aedeagus;The cuticular evagination of the postabdomen that is distal and attached to the cuticle of parameres by the paramero-aedeagal conjunctiva and is connected to the endophallus.
independent continuant;protibio-protarsal conjunctiva;The conjunctiva that encircles the protarsus by joining the distal margin of the protibia and the proximal margin of the protarsus.
independent continuant;endophallus;The cuticular invagination of the postabdomen that is attached distally to the gonopore and basally to the aedeagus.
independent continuant;mesotibio-mesotarsal conjunctiva;The conjunctiva that encircles the mesotarsus by joining the distal margin of the mesotibia and the proximal margin of the mesotarsus.
independent continuant;laterotergite;The sclerite of the insect thorax or the insect abdomen that is on the lateral region of the notum.
independent continuant;laterotergite;The sclerite of the insect thorax or the insect abdomen that is on the lateral region of the notum.
independent continuant;abdominal tergite VI;Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite V by the abdominal tergite V-abdominal tergite VI conjunctiva.
independent continuant;abdominal tergite V-abdominal tergite VI conjunctiva;The conjunctiva of the insect abdomen that connects the abdominal tergite V and the abdominal tergite VI.
independent continuant;abdominal tergite V;Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite IV by the abdominal tergite IV-abdominal tergite V conjunctiva.
independent continuant;abdominal tergite IV-abdominal tergite V conjunctiva;The conjunctiva of the insect abdomen that connects the abdominal tergite IV and the abdominal tergite V.
independent continuant;abdominal tergite VIII;Is the abdominal tergite of the postabdomen that is attached to the posterior margin of the abdominal tergite VII by the abdominal tergite VII-abdominal tergite VIII conjunctiva.
independent continuant;abdominal tergite VII-abdominal tergite VIII conjunctiva;The conjunctiva of the insect abdomen that connects the abdominal tergite VII and the abdominal tergite VIII.
independent continuant;abdominal tergite VII;Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite VI by the abdominal tergite VI-abdominal tergite VII conjunctiva.
independent continuant;abdominal tergite VI-abdominal tergite VII conjunctiva;The conjunctiva of the insect abdomen that connects the abdominal tergite VI and the abdominal tergite VII.
independent continuant;abdominal tergite IV;Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite III by the abdominal tergite III-abdominal tergite IV conjunctiva.
independent continuant;abdominal tergite II-abdominal tergite III conjunctiva;The conjunctiva of the insect abdomen that connects the abdominal tergite II and the abdominal tergite III.
independent continuant;abdominal tergite III-abdominal tergite IV conjunctiva;The conjunctiva of the insect abdomen that connects the abdominal tergite III and the abdominal tergite IV.
