class;term;comment
quality;gyroidal;A cubic form with no mirror planes and enantiomorphic point symmetry
generically dependent continuant;Box–Behnken design;An experimental design to produce a response curve sufficient to fit quadratic models of the individual factors
material entity;intermediate material for synthesis;A chemical entity that is the product of a chemical reaction but not the last step in a synthesis.
material entity;solid dispersion;A heterogenous mixture in which one or more components is dispersed in a solid matrix
role;ICH Q6A Class 2 Solvent;Solvents to be limited non-genotoxic animal carcinogens or possible causative agents of other irreversible toxicity such as neurotoxicity or teratogenicity. Solvents suspected of other significant but reversible toxicities
material entity;chemical impurity;Chemical substance that is inside a confined amount of liquid, gas, or solid, and differs from the chemical composition of the material or compound. Impurities are either naturally occurring or added during synthesis of a chemical or commercial product. During production, impurities may be purposely, accidentally, inevitably, or incidentally added into the substance.
quality;point group symmetry;A group of geometric symmetries (isometries) that keep at least one point fixed.
role;ICH Q6A Class 3 Solvent;Class 3 solvents: Solvents with low toxic potential Solvents with low toxic potential to man. no health-based exposure limit is needed. Class 3 solvents have PDEs of 50 mg or more per day.
material entity;GMP starting material;A raw material, intermediate, or an AP chemical entity that is used in the production of an API and that is incorporated as a significant structural fragment into the structure of the API.
quality;pedial;An open,one faced triclinic form with enantiomorphic and polar point symmetries
generically dependent continuant;Permitted Daily Exposure;The maximum acceptable intake per day of residual solvent in pharmaceutical products
process;GMP synthetic process;A synthetic process governed by the cGMP regulations.
quality;pinacoidal;2-faced triclinic form with centrosymmetric point symmetry
generically dependent continuant;one-factor-at-a-time experimental design;An experimental design involving the testing of factors, or causes, one at a time instead of multiple factors simultaneously.
process;in-silico modeling;An experiment performed on computer or via computer simulation
generically dependent continuant;route development optimization;A planned process that is about optimizing a synthetic route.
process;route validation;A planned process producing data to demonstrate that a commercial route meets regulatory requirements.
generically dependent continuant;reaction screening design;A screening design to evaluate possible chemical reactions
generically dependent continuant;route selection;A process that ends with a milestone where a selection will be made on route process.
process boundary;drug product filing milestone;A process boundary that represents a milestone of filing the documentation required to obtain regulatory approval to sell a new drug product.
generically dependent continuant;polymorph and solvate screening design;A screening design to discover polymorphs and solvates of a compound
generically dependent continuant;mechanistic and kinetic determination;Chemical kinetics includes investigations of how experimental conditions influence the speed of a chemical reaction and yield information about the reaction's mechanism and transition states, as well as the construction of mathematical models that also can describe the characteristics of a chemical reaction.
process;process validation;A planned process of demonstrating that a process produces product of adequate quality and yield through the definition of the design space or risk assessments.
process;batch campaign;A planned process of manufacturing one or more batches of a product in unbroken succession. It includes equipment turnover and cleaning can include dry-runs before committing the starting materials.
generically dependent continuant;process chemistry workflow plan;A plan specification that specifies a process chemistry workflow consisting of a series of unit operations.
process;review of prior art;An investigation of published material to find prior art related to a synthetic route
generically dependent continuant;product filing documentation;A document to secure permission or continuing permission to market a product from a regulatory body.
generically dependent continuant;screening design;A process chemistry workflow plan that specifies how a multi-parallel screening study should be conducted.
generically dependent continuant;route related process;A planned process about a synthetic route
material entity;Allihn condenser;A condensor consisting of a jacketed long glass tube with a series of bulbs on the tube to increase the surface area upon which the vapor constituents may condense.
generically dependent continuant;rate constant;Numerical parameter that quantifies the velocity of a chemical reaction. This parameter encompasses all the contributions to the velocity except the quantity of the reactants.
material entity;Graham condensor;A condensor with a coolant-jacketed spiral coil running the length of the condenser serving as the vapor–condensate path, providing more surface area for cooling.
generically dependent continuant;mathematical constant;A fixed and well-defined number or other non-varying mathematical object.
material entity;Davies condenser;A condensor with three concentric glass tubes where coolant circulates in both the outer jacket and the central tube to increase the cooling surface,
generically dependent continuant;kinetic order;A constant representing the concentration driving force
material entity;coil condenser;A condensor consisting of a straight tube containing an internal spiral coil through which coolant flows.
role;precipitate role;The role of solids in a slurry
material entity;environmental control device;A device for controlling the environment of a particular space
material entity;slurry;A suspension (AFM 0000442) that is a mix of solids in a liquid
material entity;heating mantle;An environmental control device used to apply heat directly to containers.
quality;crystalline state;A physical quality indicating the structural order of a solid in which its atoms or molecules are arranged in a regular, periodic manner.[wikipedia]
material entity;Dimroth condenser;A condensor with an internal double spiral through which coolant flows such that the coolant inlet and outlet are both at the top
role;antisolvent role;The role of a solvent in a precipitation or crystallization in which the solute of a solution is sparingly soluble to induce its solidification.
material entity;cold finger;A condensor consisting of a vertical rod that is flow-cooled from the inside that is to be immersed in the vapor to provide a condensing surface. This condensor is also used for sublimation.
material entity;Frederichs condensor;A condensor consisting of a large water-cooled finger tightly fitted inside a wide cylindrical housing. The finger has a helical ridge along its length, so as to leave a narrow helical path for the vapor.
role;seed role;The role of a crystalline solid material input in a crystallization to promote nucleation or crystal growth.
quality;bulk substance quality;A quality associated with a portion of material
generically dependent continuant;purge factor;A process chemistry datum that quantifies the ratio of the amount of an impurity in the waste stream of a process to that retained in the product stream.
material entity;flask;Flasks are narrow-necked glass containers, typically conical or spherical, used in a laboratory to hold reagents or samples.
generically dependent continuant;crystallization yield;A process chemistry datum quantifying the ratio of the mass of desired compound recovered as crystalline material from a crystallization to mass of compound input into the crystallization.
material entity;volumetric flask;A flask for preparing liquids with volumes of high precision. It is a flask with an approximately pear-shaped body and a long neck with a circumferential fill line.
role;mother liquor role;A debris role of the solution in a slurry resulting from a crystallization
material entity;syringe pump;A syringe which has the function of pumping material into an experiment.
material entity;round bottom flask;A round-bottom flask is a flask with a spherical body and one or more necks with ground glass joints.
generically dependent continuant;quality service level;The quality service level (QSL) is a measure of the reproducibility of the quality of the isolated intermediate or final API, and its calculation involves the ratio of satisfactory quality batches to the total number of batches. A reasonable QSL target is 98 to 100 percent.
quality;chemical structure;The structure of a chemical entity in terms of its molecular geometry and electronic structure.
process;chemical process development;A planned process with data output of commercial synthetic chemical route.
material entity;crystalline solid;A solid with at least one crystalline phase
material entity;Erlenmeyer flask;An Erlenmeyer flask or conical flask is a type of laboratory flask which features a flat bottom, a conical body, and a cylindrical neck.
generically dependent continuant;laboratory notebook;A document that is a primary record of research used to document their hypotheses, experiments and initial analysis or interpretation of these experiments serving as an organizational tool, a memory aid, and can also have a role in protecting any intellectual property that comes from the research.
generically dependent continuant;process environmental factor;A process chemistry datum quantifying the environmental impact of a synthetic reaction, and is computed by the ratio of the total mass of waste generated in the synthetic scheme to the mass of product isolated.
material entity;evaporation device;A device that evaporates
generically dependent continuant;process excellence index;The process excellence index (PEI) is a measure of process reproducibility where the robustness of the procedure is evaluated in terms of yield and cycle time of various operations.
generically dependent continuant;international nonproprietary name;A centrally registered identifier given to a pharmaceutical drug or an active ingredient coordinated by the World Health Organization (WHO) that is unique generic and non-proprietary.
role;flocculant;A synthesis role used to remove suspended solids from liquids by inducing flocculation (the solids begin to aggregate forming flakes, which either precipitate to the bottom or float to the surface of the liquid, and then they can be removed or collected). Flocculants, or flocculating agents (also known as flocking agents), are chemicals that promote flocculation by causing colloids and other suspended particles in liquids to aggregate, forming a floc.
generically dependent continuant;CTA Section 3.2.S.1.1 Nomenclature;The drug substance nomenclature section of the CTA
generically dependent continuant;preferred IUPAC name;A unique name, assigned to a chemical substance and preferred among the possible names generated by IUPAC nomenclature. The "preferred IUPAC nomenclature" provides a set of rules for choosing between multiple possibilities in situations where it is important to decide on a unique name. It is intended for use in legal and regulatory situations.
quality;molecular formula;A molecular entity quality which identifies each constituent element by its chemical symbol and indicates the number of atoms of each element found in each discrete molecular entity of that compound.
generically dependent continuant;chemical abstracts name;The name assigned to a chemical substance by the Chemical Abstracts Service of the American Chemical Society
generically dependent continuant;chemical abstracts number;A centrally registered identifier assigned by the Chemical Abstracts Service (CAS) to every chemical substance described in the open scientific literature.
generically dependent continuant;CTA Section 3.2.S.1.2 Structure;The drug substance structure section of the CTA
generically dependent continuant;chemical drawing;A two or three dimensional representation of a chemical structure.
generically dependent continuant;CTA Section 3.2.S.1.3 General Properties;The drug substance general properties section of the CTA that includes appearance, thermal behaviour, solubility, chirality /specific rotation, crystallinity / polymorphism, hygroscopicity, solution pH and acid/base diassociation constants.
generically dependent continuant;certificate of analysis;A document certified by a vendor summarizing test results and specifications for a particular batch of its product.
generically dependent continuant;appearance datum;A data item that is about a material entity based on a visual inspection.
generically dependent continuant;CTA Section 3.2.S.2.1 Manufacturers;The document part of the common technical document regarding manufacturers
generically dependent continuant;CTA Section 3.2.S.2.3 Control of Materials;Materials used in the manufacture of the drug substance (e.g., raw materials, starting materials, solvents, reagents, catalysts) should be listed, identifying where each material is used in the process. Information on the quality and control of these materials should be provided. Reference ICH guidances Q6A and Q6B.
generically dependent continuant;CTA Section 3.2.S.2.4 Controls of Critical Steps and Intermediates;The document part of the common technical document that specifies tests and acceptance criteria (with justification including experimental data) performed at critical steps identified in 3.2.S.2.2 of the manufacturing process to ensure that the process is controlled. Information on the quality and control of intermediates isolated during the process is also provided. Reference ICH guidances Q6A and Q6B.
generically dependent continuant;synthesis flow chart;A 2-D representation of a step-by-step progression through a synthesis or part of a synthesis showing reagents, intermediates and reaction conditions.
generically dependent continuant;CTA Section 3.2.S.2.2 Description of Manufacturing Process and Process Controls;The description of the drug substance manufacturing process represents the applicant’s commitment for the manufacture of the drug substance. Reference ICH guidances Q5A, Q5B, and Q6B.
generically dependent continuant;solution pH datum;A scalar measurement datum that quantifies the measured pH of a saturated solution of a material at a specified temperature.
generically dependent continuant;specific rotation datum;A scalar measurement datum that quantifies the measured change in orientation of monochromatic plane-polarized light, per unit distance–concentration product, as the light passes through a sample of a compound in solution.
process;multi-parallel experimentation;A form of experimentation in which many related experiments (different conditions on the same compound or the same conditions on multiple compounds) are done simultaneously, typically in a well-plate platform.
generically dependent continuant;Arhennius equation;An equation for the temperature dependence of reaction rates used in determining rate of chemical reactions and for calculation of energy of activation.
generically dependent continuant;pre-exponential factor;The pre-exponential factor or A factor is the pre-exponential constant in the Arrhenius equation, an empirical relationship between temperature and rate coefficient. It is usually designated by A when determined from experiment, while Z is usually left for collision frequency.
process;synthetic chemical process;Synthesis is a planned material process that combines, changes or converts material to produce a new material. [Allotrope]
quality;rhombic-dipyramidal;8-faced form orthorhombic crystal class with centrosymmetric point symmetry
generically dependent continuant;Plackett–Burman design;An experimental design to limit the number of experiments covering the space by assuming the Interactions between the factors are negligible
material entity;tetragonal unit cell;A unit cell that has three perpendicular axes, two of equal length
quality;diploidal;Isometric form with no 4 fold axes and centrosymmetric point symmetry
generically dependent continuant;prior art;All information that has been made available to the public in any form before a given date that might be relevant to a patent's claims of originality.
material entity;orthorhombic unit cell;A unit cell that has three perpendicular axes, all of different lengths
quality;tetartoidal;General cubic forms which only has 3-fold axes and 2-fold axes with no mirror plane with enantiomorphic point symmetry.
generically dependent continuant;design space;A direct information entity that describes the multidimensional combination and interaction of input variables (e.g., material attributes) and process parameters that have been demonstrated to provide assurance of quality. Working within the design space is not considered as a change. Movement out of the design space is considered to be a change and would normally initiate a regulatory post-approval change process. Design space is proposed by the applicant and is subject to regulatory assessment and approval.
material entity;hexagonal unit cell;A unit cell of three equal lateral axes intersecting at angles of 60 degrees and a vertical axis of variable length at right angles
quality;tetragonal-pyramidal;4-faced tetragonal form with polar point and enantiomorphic point symmetry.
quality;prismatic;3, 4, 6, 8, or 12 faced monoclinic crystal with centrosymmetric point symmetry.
material entity;unit cell;The smallest, regularly repeating material portion of a crystalline lattice
quality;rhombic-disphenoidal;Four-faced closed orthorhombic form with enantiomorphic point symmetry
material entity;cubic unit cell;A unit cell that has three perpendicular axes of equal lengths. equivalent to ENM:9000035
quality;rhombic-pyramidal;3, 4, 6, 8, or 12 nonparallel faced orthorhombic system with polar point symmetry.
generically dependent continuant;route scouting;A process of systematically selecting possible synthetic routes to make a particular product or intermediate.
generically dependent continuant;factor;A data item that is a member of a minimal set of independent variables that can be used to model the dependent reponses in a set of related experiments.
material entity;trigonal unit cell;A unit cell of three equal lateral axes intersecting at the same angle but not perpendicularly
quality;tetragonal-disphenoidal;4-faced closed orthorhombic form with non-centrosymmetric point symmetry.
generically dependent continuant;equation;An information content entity that asserts the equality of two expressions.
material entity;monoclinic unit cell;A unit cell that has three axes of unequal length, two of which are perpendicular
quality;tetragonal-dipyramidal;8-faced form with centrosymmetric point symmetry.
material entity;triclinic unit cell;A unit cell in which all axes are of different length and no angle is perpendicular nor equal to any other angles.
quality;tetragonal-trapezohedral;6-, 8-, 12-, or 24-trapezium faced closed tetragonal form with enantiomorphic point symmetry
generically dependent continuant;factorial design;An experimental design consisting of two or more factors, each with discrete possible values or "levels", and whose experimental units take on all or a subset of the possible combinations of these levels across all such factors.
quality;unit cell alpha internal angle;A unit cell quality describing the angle between the b and c axes.
temporal region;synthesis reaction time;A temporal region that describes the length of time that a synthesis occurs.
quality;unit cell Z value;A unit cell quality indicating the number of formula units (molecules) in the unit cell
quality;rhombohedral;6 faced closed rhombohedral form of six identical faces in which none of the intersection edges is perpendicular and having centrosymmetric point symmetry
quality;critical quality attribute;A physical, chemical, biological, or microbiological property or characteristic that should be within an appropriate limit, range, or distribution to ensure the desired product quality.
quality;unit cell Z' value;A unit cell quality indicating the number of asymmetric units in the unit cell. It is equal to the Z value divided by the lowest Wycoff position multiplicity
quality;trigonal-trapezohedral;6-, 8-, 12-, or 24-trapezohedral faced closed trigonal form with enantiomorphic point symmetry
process;experiment;An investigation carried out to support or refute a hypothesis. Experiments provide insight into cause-and-effect by demonstrating what outcome occurs when a particular factor is manipulated.
quality;unit cell crystal density;A unit cell quality indicating the density of the compound in the unit cell
quality;ditrigonal-pyramidal;6-faced trigonal form where all faces are related by a 3-fold rotational axis with polar point symmetry.
generically dependent continuant;process profile specification;A directive information entity that specifies allowed ranges recorded for a process profile.
generically dependent continuant;ICH Guideline;A directive information entity issued by the International Conference on Harmonization of Technical Requirements for the Registration of Pharmaceuticals for Human Use with the objective of achieving greater harmonisation worldwide to ensure that safe, effective and high quality medicines are developed, and registered and maintained across the world in the most resource efficient manner whilst meeting high standards. [ICH]
quality;ditrigonal-scalenohedral;8-faced (tetragonal) or 12-faced (hexagonal) closed form in which the faces are grouped in symmetrical pairs with centrosymmetric point symmetry
quality;ditetragonal-pyramidal;8-faced tetragonal form with polar point and enantiomorphic point symmetry
quality;unit cell beta internal angle;A unit cell quality describing the angle between the a and c axes.
quality;tetragonal-scalenohedral;8-faced (tetragonal) or 12-faced (hexagonal) closed tetragonal form with non-centrosymmetric point symmetry
process boundary;route selection milestone;A process boundary that represents a milestone decision on route selection.
quality;unit cell gamma internal angle;A unit cell quality describing the angle between the a and b axes.
quality;ditetragonal-dipyramidal;16-faced form tetragonal crystal form with centrosymmetric point symmetry
process profile;reaction process profile;A process profile that tracks some aspect of a reaction.
quality;unit cell volume;The volume of the unit cell
quality;trigonal-pyramidal;3-faced form where all faces are related by a 3-fold rotation axis with polar point and enantiomorphic point symmetry.
generically dependent continuant;critical process parameter specification;A process profile specification that is associated with a critical process parameter (CPP). Critical process parameters (CPPs) in pharmaceutical manufacturing are key variables affecting the production process.
quality;habit;A description of one of the characteristic external shapes (crystal class / point group) of an individual crystal family / system. Factors that impact growth rates on the various crystal faces produce different shapes but possess the same set of symmetry elements as parent crystal class.
quality;hexagonal-pyrimidal;6-faced form where all faces are related by a 6 axis having polar point and enantiomorphic point symmetry.
material entity;thermodynamic phase;A portion of material within a a region of space in a system throughout which all physical properties of the material are essentially uniform.
quality;trigonal-dipyramidal;6-faced hexagonal form with faces related by a 3-fold axis with a perpendicular mirror plane having non-centrosymmetric point symmetry
generically dependent continuant;quality specification;A directive information entity that species the acceptable range of values associated with a material quality
material entity;crystalline solid thermodynamic phase;A crystalline phase is a single solid crystalline thermodynamic phase
generically dependent continuant;CQA specification;A quality specification set against a critical quality attribute of a material
process;process monitoring;A planned process of measuring a quality of a material associated with a process.
generically dependent continuant;CTA Section 3.2.S.3.2 Impurities;The document part of the common technical document that provides Information on impurities. Reference ICH guidances Q3A, Q3C, Q5C, Q6A, and Q6B.
process;pressure measurement;A process measurement of the pressure in a process
generically dependent continuant;ICH M7 Assessment and Control of DNA Reactive (Mutagenic) Impurities in Pharmaceuticals To Limit Potential Carcinogenic Risk;An ICH guideline and objective specification for the identification, categorization, qualification, and control of these mutagenic impurities in pahrmaceutical products to limit potential carcinogenic risk.
process;end reaction monitoring;A process monitoring to determine when a chemical reaction has ended.
process;DEREK Mutagen Prediction;An is-silico modeling based on DEREK that determines the risk of a chemical being a mutagenic impurity
process boundary;product approval milestone;A process boundary that represents a milestone of obtaining regulatory approval to sell a new product.
process;MCASE Mutagen Prediction;An is-silico modeling based on MCASE that determines the risk of a chemical being a mutagenic impurity
generically dependent continuant;CTA Section 3.2.S.3.1 Elucidation of Structure and other Characteristics;The document part of the common technical document that provides confirmation of structure based on, for example, synthetic route and spectral analyses should be provided. Information such as the potential for isomerism, the identification of stereochemistry, or the potential for forming polymorphs. Reference ICH guidance Q6A.
generically dependent continuant;assessed solubility purge factor;An assessed purge factor based on the solubility of the impurity in the reaction solvent and therefore its propensity to be purged in the mother liquors of steps that involve an isolation of the solid intermediate/product in that step.
generically dependent continuant;partial rate order;The exponent terms within the rate equation. For elementary (single step) reactions, the reactant order is equal to the stoichiometric coefficient of the reactant.
quality;unit cell quality;A molecular quality that describes the unit cell of the crystal lattice
process boundary;drug product approval milestone;A process boundary that represents a milestone of obtaining regulatory approval to sell a new drug product.
generically dependent continuant;rate equation;An equation that links the initial or forward reaction rate with the molar concentrations or pressures of the reactants and constant parameters (normally rate coefficients and partial reaction orders).
generically dependent continuant;method of flooding;A kinetic determination method to determine the partial order of a reactant by measuring the concentration of that reactant with all other reactants in large excess
