class;term;comment
process;evaluation of how to publish your data;To be able to define and deploy appropriate criteria, based on the FAIR principles, to identify the appropriate publishing platform for a dataset. This may, for example, involve discovering the mark-up of the platform, the exchange formats and data models used, and the licensing information for each repository. Tools such as the FAIR evaluator or FAIRshake may be used to assess the FAIRnessbased on human-entered questionnaires or FAIRsharing resource metadata.
generically dependent continuant;digital record;A record created digitally in the day-to-day business of the organisation and assigned formal status by the organisation. Examples include: word processing documents, emails, databases, or intranet web pages.
generically dependent continuant;semi-structured data;Data that have not been organized into a specialized repository, such as a database, but that nevertheless have associated information, such as metadata, that makes them more amenable to processing than raw data. Semi-structured data lie somewhere between structured and unstructured data. They are not organized in a complex manner that makes sophisticated access and analysis possible. However, they may have information associated with them, such as metadata tagging that allows elements contained to be addressed. Example: A Word document is generally considered to be unstructured data. However, metadata tags could be added in the form of keywords and other metadata that represent the document content and make it easier for that document to be found when people search for those terms — the data are now semi-structured. Nevertheless, the document still lacks the complex organization of a database, so falls short of being fully structured data.
generically dependent continuant;confidential information;Any information obtained by a person on the understanding that they will not disclose it to others, or obtained in circumstances where it is expected that they will not disclose it.
generically dependent continuant;data;Facts, measurements, recordings, records, or observations about the world collected by scientists and others, with a minimum of contextual interpretation.
generically dependent continuant;machine-readable format;A machine-readable format is a structured format that can be processed by a computer. Such formats can either be intended solely for machine processing (e.g. XML or RDF), or may be both human and machine accessible via appropriate markup (e.g. HTML).
generically dependent continuant;digital research data;Research data which is in digital form. It may have been originally created in digital form, or it may have been converted from paper, or other form to a digital representation.
role;research scientist;A scientist who conducts activities in: (1) Research, development and analysis (RDA). (2) Managing research. and, (3) Representation and client services.
generically dependent continuant;analytical quality control;Processes and procedures designed to ensure that the results of laboratory analysis are consistent, comparable, accurate and within specified limits of precision.
independent continuant;book chapter;
generically dependent continuant;digital preservation;The series of managed activities necessary to ensure continued access to digital materials for as long as necessary. Digital preservation is defined very broadly and refers to all of the actions required to maintain access to digital materials beyond the limits of media failure or technological change. Those materials may be records created during the day-to-day business of an organisation. “”born-digital”” materials created for a specific purpose (e.g. teaching resources). or the products of digitisation projects. This definition specifically excludes the potential use of digital technology to preserve the original artefacts through digitisation.
process;stakeholder engagement on societal impact;Identify and engage in dialogue with stakeholders affected by the research, or by making its outputs FAIR.
generically dependent continuant;A2. metadata are accessible, even when the data are no longer available;
generically dependent continuant;data stewardship guideline;
process;program governance;The process of developing, communicating, implementing, monitoring, and assuring the policies, procedures, organizational structures, and practices associated with a given program.
generically dependent continuant;data retention policy;An organization's established protocol for retaining information for operational or regulatory compliance needs. The objectives of a data retention policy are to keep important information for future use or reference, to organize information so it can be searched and accessed at a later date, and to dispose of information that is no longer needed.
generically dependent continuant;dublin core;An initiative to create a digital library card catalog for the Web. Dublin Core is made up of 15 metadata elements that offer expanded cataloging information and improved document indexing for search engine programs. The 15 metadata elements used by Dublin Core are: title (the name given the resource), creator (the person or organization responsible for the content), subject (the topic covered), description (a textual outline of the content), publisher (those responsible for making the resource available), contributor (those who added to the content), date (when the resource was made available), type (a category for the content), format (how the resource is presented), identifier (numerical identifier for the content such as a URL), source (where the content originally derived from), language (in what language the content is written), relation (how the content relates to other resources, for instance, if it is a chapter in a book), coverage (where the resource is physically located), and rights (a link to a copyright notice).
process;knowledge of workflow technologies management;Bin for types of Knowledge related to Workflow technologies management.
generically dependent continuant;metadata dataset;The set of metadata describing a specific dataset.
process;aptitudes for cloud computing environment management;Bin for Aptitudes related to Cloud computing environment management.
process;data representation;An object describing the context of the data, including provenance, description, structural, and administrative information.
generically dependent continuant;fair principle;The FAIR principles are guidelines to improve the Findability, Accessibility, Interoperability, and Reuse of digital assets. The principles emphasise machine-actionability (i.e., the capacity of computational systems to find, access, interoperate, and reuse data with none or minimal human intervention) because humans increasingly rely on computational support to deal with data as a result of the increase in volume, complexity, and creation speed of data. The principles refer to three types of entities: data (or any digital object), metadata (information about that digital object), and infrastructure.
generically dependent continuant;R1.1 (meta)data are released with a clear and accessible data usage license;
process;knowledge of funding acquisition management;Bin for types of Knowledge related to Funding acquisition management.
role;program manager;The person responsible for creating the organizational environment culture by providing clear direction and circumstances that allow people to be successful. The program manager is judged on the elements time, cost, and scope, cumulatively for all the projects and operations within the program. Program management decisions are both tactical and strategic in nature. The strategy aspects of these decisions must consider multidimensional impacts beyond the near-term delivery dates of the project. In addition to delivery and execution, the program manager has to also be concerned with the overall health and effectiveness of the program over the long term.
process;project management activities;The practice of initiating, planning, executing, controlling, and closing the work of a team in relation to FAIR data stewardship.
role;principal investigator;The Principal Investigator (P.I.) is a researcher who has a research leadership role and is the point of contact for a project or partnership that applies the scientific method, historical method, or other research methodology for the advancement of knowledge resulting in independent, objective, high quality, traceable, and reproducible results. The P.I. has primary responsibility for the intellectual direction and integrity of the research or research-related activity, including data production, findings and results, and ensures ethical conduct in all aspects of the research process including but not limited to the treatment of human and animal subjects, conflicts of interest, data acquisition, sharing and ownership, publication practices, responsible authorship, and collaborative research and reporting. While various tasks may be delegated to team members, some of whom may have greater expertise in specific areas, the P.I. is familiar with the various technical and scientific aspects of a project and how they fit together, is able to identify and remediate gaps, and ensure communication within the team and with users of the research data and results.
role;data librarian;Data experts who have a librarian background. Data librarians often carry out curation and metadata related work. There is much overlap between data librarians, data managers, and data stewards.
process;project management;The practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time.
generically dependent continuant;data stream;A sequence of digitally encoded, coherent signals used to send or receive a representation of information content as transmitted.
process;manage access control;Monitor the authorised parties' access to data and keep it up to date.
generically dependent continuant;persistent uniform resource locator;This is a URL. However, instead of pointing directly to the location of an Internet resource, a PURL points to an intermediate resolution service. The PURL resolution service associates the PURL with the actual URL and returns that URL to the client.
generically dependent continuant;research metadata format;Research metadata format is a generic term encompassing the concept of a standardised format for research metadata.
process;long-term preservation;Long-term preservation - Continued access to digital materials, or at least to the information contained in them, indefinitely.
generically dependent continuant;repurposed data;New datasets obtained by combining data appropriately from a variety of existing files, generating new data products that did not previously exist. Repurposed data result from data wrangling.
process;access risk assessment and mitigation;Obtain an overview of information access status for different stakeholder groups. Check this overview against the organizational information access policy and risk catalogue, identify the type of information security risks based on the mismatch between the current status and policy. Choose and implement the right protocal to mitigate the risk.
process;data residency;The physical or geographic location of an organization's data or information. Data residency also refers to the legal or regulatory requirements imposed on data based on the country or region in which it resides. Cloud computing, which allows organizations to deliver hosted services over the Internet, can create data residency concerns.
generically dependent continuant;document type definition;The building blocks of an XML document.
generically dependent continuant;data store;A repository for persistently storing collections of data, such as a database, a file system or a directory. The data stored can be of any type that can be rendered in digital format and placed in electronic media. Examples include text, image, video files and audio files.
generically dependent continuant;data integrity;The assurance that information can only be accessed or modified by those authorized to do so.
process;fair mentoring;The act of mentoring around FAIR data stewardship.
process;format and media migration;
generically dependent continuant;controlled vocabulary;A list of standardized terminology, words, or phrases, used for indexing or content analysis and information retrieval, usually in a defined information domain.
process;knowledge of high performance computing management;Bin for types of Knowledge related to High performance computing management.
generically dependent continuant;core trust seal;CoreTrustSeal offers to any interested data repository a core level certification based on the DSA–WDS Core Trustworthy Data Repositories Requirements catalogue and procedures. This universal catalogue of requirements reflects the core characteristics of trustworthy data repositories and is the culmination of a cooperative effort between DSA and WDS under the umbrella of the Research Data Alliance to merge their data repositories certifications.
process;aptitudes for change management;Bin for Aptitudes related to Change management.
process;design processes for research integrity;Initiate and develop processes to ensure outputs are made FAIR consistently with research integrity principles, and with ethical oversight.
generically dependent continuant;pid attribute;A single data element related to a PID and part of its record content.
process;data governance;The exercise of authority, control and shared decision making (planning, monitoring and enforcement) over the management of data assets.
independent continuant;fair cookbook recipe;The FAIR Cookbook’s recipes are a combination of guidance, technical, hands-on, background and review types to cover the operation steps of FAIR data management, and are classified according to the audience types, to serve all those involved in the data management life cycle. The FAIR Cookbook is for anyone working in the Life Sciences who needs guidance on applying the FAIR Principles in practice.
independent continuant;presentation slides;
generically dependent continuant;data element;A unit of data for which the definition, identification, representation (term used to represent it), and permissible values are specified by means of a set of attributes.
generically dependent continuant;persistent identifier;A persistent identifier is a long-lasting reference to a digital object that gives information about that object regardless what happens to it. Developed to address link rot, a persistent identifier can be resolved to provide an appropriate representation of an object whether that objects changes its online location or goes offline.
generically dependent continuant;usable data;Data that can be understood and used without additional information. Usable data are delivered in a form that meets the needs of different end-user audiences, is ready for the tasks that the end-user needs to accomplish, and that has been adapted to the end-user’s needs (not the other way around). Usable data have been cleaned, structured, are in machine readable format, fully documented, and ready for analysis and interpretation.
process;information governance;Information governance, is the overall strategy for information at an organization. Information governance balances the risk that information presents with the value that information provides. Information governance helps with legal compliance, operational transparency, and reducing expenditures associated with legal discovery.
generically dependent continuant;I3. (meta)data include qualified references to other (meta)data;
generically dependent continuant;data lifecycle;Refers to all the stages in the existence of digital information from creation to destruction. A lifecycle view is used to enable active management of the data objects and resource over time, thus maintaining accessibility and usability.
generically dependent continuant;legacy data;Data that fall into the category of dark data or at-risk data.
process;integration;1. The act of bringing together smaller components into a single system that functions as one. 2. In the context of information technology: The end result of a process that aims to stitch together different, often disparate, subsystems so that the data contained in each becomes part of a larger, more comprehensive system that, ideally, quickly and easily shares data when needed. This often requires that organizations build a customized architecture or structure of applications to combine new or existing hardware, software and other communications.
process;implement secure storage;Configure secure storage and monitor its usage
generically dependent continuant;data policy;An organization's stated data/information management processes designed to assist and protect the organization's data research assets. It is a set of high-level principles that establish a guiding framework for data management. A data policy can be used to address strategic aspects such as data access, relevant legal matters, data stewardship issues and custodial duties, data...
role;scientist;A person who is studying or has expert knowledge of one or more of the natural or physical sciences.
generically dependent continuant;authenticity metadata;A type of metadata that conveys information needed to link a data object to its original source.
generically dependent continuant;project management lifecycle;Defines how to manage a project. It will always be the same, regardless of the project lifecycle being employed.
process;medium-term preservation;Medium-term preservation - Continued access to digital materials beyond changes in technology for a defined period of time but not indefinitely.
generically dependent continuant;extensible resource identifier;A defining scheme used for identification of resources (including people and organizations) and the sharing of data across domains, enterprises, and applications. XRI TC will define a Uniform Resource Identifier (URI) scheme and a corresponding Uniform Resource (URN) namespace.n/aCASRAI. https://www.oasis-open.org/committees/tc home.php?wg abbrev=xri
generically dependent continuant;evaluation indicator;Evaluation indicators are designed to enable the measurement of the degree of compliance against a guideline using a set of criteria. The goals of such indicators are varied, but a good example would be to improve the re-usability of the digital asset being measured for increased discoverability, interoperability and overall machine actionability.
role;researcher;
process;knowledge to relate fair data assessment to research community norms;Know how the acceptability of research data FAIRness depends on the research community norms e.g. concepts of data and methods for deriving valid knowledge.
generically dependent continuant;impact;In the context of a researcher's activities, impact is the consequence of the research and new knowledge on the advancement of the specialty. Science-based policies, regulations, services and technology transfers are some examples of ways target results can be achieved and impact demonstrated.
generically dependent continuant;fairplus dataset maturity model indicator;The fairplus dataset maturity model indicators are used within the context of the model, which is intended as a comprehensive reference model for state-of-FAIRness improvement in research datasets. Based on the FAIR guiding principles, the DSM model defines and classifies requirements that constitute an incremental path towards improving FAIRness level for a given research dataset.
generically dependent continuant;project lifecycle;Describes the processes and tasks that must be completed to produce a product or service. Different project lifecycles exist for specific products and services. (For example, the lifecycle followed to build a house is very different from the lifecycle followed to develop a software package.
process;de-anonymization;De-anonymization is a reverse engineering process in which de-identified data are cross-referenced with other data sources to re-identify the personally identifiable information. This could occur if a de-identification process had not been not successfully performed, or had not been undertaken in the first place.
generically dependent continuant;DSM-3-C3;Where applicable, Dataset Field Names use standard controlled terms as recommended by the adopted Standard
generically dependent continuant;record;1. A collection of data items arranged for processing by a program. Multiple records are contained in a file or dataset. Typically, records can be of fixed-length or be of variable length with the length information contained within the record. 2. A record (sometimes called a row) is a group of fields (sometimes called columns) within a table that are relevant to a specific entity.
generically dependent continuant;DSM-2-C3;Dataset(s) include Reference Fields that enable joining related datasets
generically dependent continuant;mandatory standard;Requires compliance because of a government statute or regulation, an organization internal policy, or contractual requirement. Failure to comply with a mandatory standard usually carries a sanction, such as civil or criminal penalties, or loss of employment.
generically dependent continuant;DSM-5-C3;Dataset Fields are linked and harmonized against enterprise managed Metadata Elements (e.g. MDR registered Data Elements)
process;application of fair tools and services;
generically dependent continuant;DSM-4-C3;Key Dataset Fields are mapped to Common Data Elements as defined by the Semantic Data Model
generically dependent continuant;DSM-4-C2;Dataset(s) content is harmonised against a designed-for-purpose Semantic Data Model
process;using fair and open research tools or services;
generically dependent continuant;DSM-0-C1;Study/Project-Level metadata is NOT reported
generically dependent continuant;golden record;1. A single, well-defined version of all the data entities in an organizational ecosystem. In this context, a golden record is sometimes called the single version of the truth, where truth is understood to mean the reference to which data users can turn when they want to ensure that they have the correct version of a piece of information. The golden record encompasses all the data in every system of record within a particular organization. A system of record is an information storage and retrieval system that serves as the authoritative source for a particular data element in a system containing multiple sources of the same element. To ensure data integrity, a single system of record must always exist for each and every data element. A well-maintained, current golden record should be a fundamental element of the Master Data Management policy for every enterprise. 2. The word “golden” is sometimes used in information technology to express the importance of some type of source. In the context of virtualization, for example, a golden image is a template for a virtual machine, virtual desktop, servers, or hard disk drive.
generically dependent continuant;DSM-3-C4;Where applicable, Dataset Field Values are standardised against domain-specific Controlled Terminologies and/or Ontology Terms
process;data driven decision management;An approach to governance that values decisions that can be backed up with data that can be verified. The success of the data-driven approach is reliant upon the quality of the data gathered and the effectiveness of its analysis and interpretation.
generically dependent continuant;DSM-2-C4;Where applicable, Dataset Field Values are standardized against a locally defined Data Dictionary within and across related Datasets
generically dependent continuant;data quality;The reliability and application efficiency of data. It is a perception or an assessment of dataset's fitness to serve its purpose in a given context. Aspects of data quality include: Accuracy, Completeness, Update status, Relevance, Consistency across data sources, Reliability, Appropriate presentation, Accessibility. Within an organization, acceptable data quality is crucial to operational and transactional...
generically dependent continuant;DSM-5-C4;Dataset Field values are controlled and managed via enterprise managed Reference and Master Data
generically dependent continuant;DSM-4-C4;Values for key Domain Entities reported in the Dataset(s) are standardised and assigned unique Standard Identifiers
generically dependent continuant;F1. (meta)data are assigned a globally unique and persistent identifier;
generically dependent continuant;DSM-4-C1;A Semantic Data Model includes study design Data Elements and the relationships between them
generically dependent continuant;digital data;Data in the form of digital materials.
generically dependent continuant;DSM-3-C1;Where applicable, study-level / experimental metadata is reported in compliance with relevant Minimum Information Reporting Guidelines
process;strategic/long-term planning;An organization's process of defining its strategy or direction in the context of FAIR project management activities, both in the context of current knowledge and unknown factors in the future.
generically dependent continuant;DSM-1-C2;Dataset Descriptor includes Identifying & Descriptive Dataset-Level metadata
generically dependent continuant;DSM-0-C2;Dataset Descriptor does NOT include a reference to the Dataset it describes
independent continuant;webinar;
generically dependent continuant;DSM-2-C1;A locally defined Domain Model contains concepts that describes the overall project/study design, the relationships between the Datasets, the key entities reported within the Datasets and the relationships between them.
generically dependent continuant;DSM-1-C1;Dataset Descriptor includes Descriptive Study/Project-Level summary information
independent continuant;learning medium;The medium through which learning has been provided. For example, through a course, slides, video presentation, online documentation, wiki pages or others.
process;data profiling;The statistical analysis and assessment of the quality of data values within a dataset for consistency, uniqueness and logic. The data profiling process cannot identify inaccurate data. it can only identify business rules violations and anomalies. The insight gained by data profiling can be used to determine how difficult it will be to use existing data for other purposes. It can also be used to provide metrics to assess data quality and help determine whether or not metadata accurately describes the source data. Profiling tools evaluate the actual content, structure and quality of the data by exploring relationships that exist between value collections both within and across datasets. For example, by examining the frequency distribution of different values for each column in a table, an analyst can gain insight into the type and use of each column. Cross-column analysis can be used to expose embedded value dependencies and inter-table analysis allows the analyst to discover overlapping value sets that represent foreign key relationships between entities.
generically dependent continuant;DSM-2-C5;Dataset Descriptor includes reference to related Datasets and if applicable the relevant joining Dataset Fields
process;data hygiene;The collective processes conducted to ensure the cleanliness of data. Data are considered clean when they are relatively error-free.
generically dependent continuant;DSM-1-C3;Dataset Descriptor contains access information for the Dataset
generically dependent continuant;research data;Data that are used as primary sources to support technical or scientific enquiry, research, scholarship, or artistic activity, and that are used as evidence in the research process and/or are commonly accepted in the research community as necessary to validate research findings and results. All other digital and non-digital content have the potential of becoming research data. Research data may be experimental data, observational data, operational data, third party data, public sector data, monitoring data, processed data, or repurposed data.
generically dependent continuant;DSM-2-C6;Dataset Descriptor includes Field-level Metadata as prescribed by a locally defined Dataset Model
generically dependent continuant;metadata record;A collection of data defined by a theme, category, which reflects what is being measured, observed, monitored at the various sites. The Metadata Record is an information resource of business value.
generically dependent continuant;DSM-3-C7;Dataset Descriptor references a standard license under which the dataset can be re-used.
generically dependent continuant;provenance metadata;Information concerning the creation, attribution, or version history of managed data. Provenance metadata that indicates the relationship between two versions of data objects and is generated whenever a new version of a dataset is created. Examples include: (i) the name of the program that generated the new version, (ii) the commit id of the program.
generically dependent continuant;access controls;Given a data object name, access controls define access relationships between the following metadata: data object name, a user name (or user group, or user role), and access permission. The information can be stored as metadata information associated with each data object. The information can be generated dynamically by applying the access controls of the collection that organizes the data objects.
generically dependent continuant;DSM-0-H1;Data or metadata is hosted in non-accessible storage (e.g., personal desktop, local file system or archive)
process;choosing the appropriate model or format for your data;To be able to choose the correct data model and/or exchange format for your data, based on the repository where you plan to deposit your data.
process;data scaling;Techniques used to deal with parameters having different units and scales.
generically dependent continuant;DSM-3-C5;Value Level Metadata includes Resolvable Identifiers for Controlled and/or Standard Terms reported in the Dataset
generically dependent continuant;data availability;The state when data are in the place needed by the user, at the time the user needs them, and in the form needed by the user.
process;research integrity, attribution, impact awareness;
generically dependent continuant;DSM-2-H1;The Data hosting environment's Persistence Model is aligned with a locally defined Domain Model to enable interpretation of Datasets
process;privacy governance;Monitoring the risk to privacy posed by data requests from researchers, and the practices of data custodians in providing data (information governance) to ensure that confidentiality is protected. Such governance requires specialized knowledge of technology, law, and statistical methods.
generically dependent continuant;DSM-1-H1;Metadata hosting environment stores and maintains an identifiable Dataset Descriptor for each identifiable Dataset
generically dependent continuant;DSM-3-C6;Dataset Descriptor includes standard-compliant Field-level Metadata as prescribed by the adopted standard Dataset Model.
process;aptitudes for funding acquisition management;Bin for Aptitudes related to Funding acquisition management.
generically dependent continuant;electronic health record;1. A compilation of core electronic health data submitted by various healthcare providers and organizations, accessible by numerous authorized parties from a number of points of care, possibly even from different jurisdictions. 2. An official health record for an individual that is shared among multiple facilities and agencies. 3. Electronic health records typically include: Contact information, Information about visits to health care professionals, Allergies, Insurance information, Family history, Immunization status, Information about any conditions or diseases, A list of medications, Records of hospitalization, Information about any surgeries or procedures performed. Digitized health information systems are expected to improve efficiency and quality of care and, ultimately, reduce costs. The benefits of electronic health records include: The ability to automatically share and update information among different offices and organizations, More efficient storage and retrieval, The ability to share multimedia information, such as medical imaging results, among locations, The ability to link records to sources of relevant and current research, Easier standardization of services and patient care, Provision of decision support systems (DSS) for healthcare professionals, Less redundancy of effort, Lower cost to the medical system once implementation is complete, The governments of many countries are working to ensure that all citizens have standardized electronic health records and that all records include the same types of information. The major barrier for the adoption of electronic health records is cost.
generically dependent continuant;DSM-2-C7;Dataset Descriptor includes Value-level Metadata or if applicable includes a reference to a locally defined Data Dictionary
role;data manager;
generically dependent continuant;DSM-4-C5;The Semantic Data Model includes a pre-defined set of Common Data Elements reported within the Datasets and the relationships between them
process;data review;An activity through which the correctness conditions of the data are verified. It also includes the specification of the type of the error or condition not met, and the qualification of the data and its division into the error-free and erroneous data. Data review consists of both error detection and data analysis, and can be carried out in manual or automated mode.
generically dependent continuant;metadata;Literally, “data about data”. data that defines and describes the characteristics of other data, used to improve both business and technical understanding of data and data-related processes. Business metadata includes the names and business definitions of subject areas, entities and attributes, attribute data types and other attribute properties, range descriptions, valid domain values and their definitions. Technical metadata includes physical database table and column names, column properties, and the properties of other database objects, including how data is stored. Process metadata is data that defines and describes the characteristics of other system elements (processes, business rules, programs, jobs, tools, etc.). Data stewardship metadata is data about data stewards, stewardship processes and responsibility assignments.
generically dependent continuant;DSM-4-H1;Data Hosting environment stores data in a relevant linked data store (e.g., Triple Store or Graph Databaase)
process;knowledge of cloud computing environment management;Bin for types of Knowledge related to Cloud computing environment management.
generically dependent continuant;DSM-3-H1;The Data hosting environment's Persistence Model is aligned with a standard Dataset model or compliant with relevant Minimum Information Reporting Guidelines
process;aptitudes associated with using fair tools and services;
generically dependent continuant;identifier;
generically dependent continuant;comma separated values;A file that contains the values in a table as a series of ASCII text lines organized so that each column value is separated by a comma from the next column's value and each row starts a new line.
generically dependent continuant;DSM-0-H2;Data or metadata hosted in an accessible resource but with no retrieval capability
generically dependent continuant;original repository;A type of repository where the original copy of data was stored and probably a data identifier registered.
process;data archiving;
generically dependent continuant;DSM-4-H2;Data Hosting Environment provides semantic querying capability
process;data mining;The process of analyzing multivariate datasets using pattern recognition or other knowledge discovery techniques to identify potentially unknown and potentially meaningful data content, relationships, classification, or trends.
generically dependent continuant;DSM-3-H4;If applicable, Dataset hosting environment offers dataset-level authentication and authorisation capabilities
role;manager;Program delivery managers and support function managers, at all levels in an institution who are accountable for the direct delivery and support of programs and services within their domain of business responsibility.
generically dependent continuant;DSM-1-H4;Metadata hosting environment offers the capability to browse and search contents of the Dataset Descriptor
process;de-identification;1. The act of minimally perturbing individual-level data to decrease the probability of discovering an individualís identity. It involves masking direct identifiers (e.g., name, phone number, address) as well as transforming indirect identifiers that could be used alone or in combination to-identify an individual (e.g., birth dates, geographic details, dates of key events). If done correctly, de-identification is a defensible, repeatable, and auditable process that consistently provides assurance, based on generally accepted and repeatable statistical methodologies, that there is a very small risk of re-identification of any data that are released. 2. The use of one or more techniques designed to make it impossible — or at least more difficult — to identify a particular individual from stored data related to them. The purpose of data anonymization is to protect the privacy of the individual and to make it legal for governments and businesses to share their data without obtaining permission. Such data have proven to be very valuable for researchers, particularly in health care. Data anonymization methods include removing personally identifiable information (e.g., names, addresses, social insurance numbers, Medicare numbers, etc.), or using obfuscation methods such as encryption, hashing, generalization, pseudonymization, and perturbation.
generically dependent continuant;encoding schema;Machine processable specifications which define the structure and syntax of metadata specifications in a formal schema language.
generically dependent continuant;DSM-0-H3;Dataset's Metadata is NOT searchable via keywords or elements within the Descriptor
role;project team member;Responsible for executing tasks and producing deliverables as outlined in the Project Plan and directed by the Project Manager, at whatever level of effort or participation has been defined for them.
generically dependent continuant;DSM-1-H3;Retrieval of the Dataset and the Dataset Descriptor utilises a standardized communication protocol that is open, free and universally implementable
generically dependent continuant;DSM-1-H2;The Dataset and its Descriptor are indexed and retrievable (in the same or separate hosting environments) via unique and persistent identifiers
process;change management;Change management is a broad subject and can be applied to all different types of organizational change. The most common change drivers include: technological evolution, process reviews, crisis, and consumer habit changes. pressure from new business entrants, acquisitions, mergers, and organizational restructuring.
independent continuant;github repository;
generically dependent continuant;DSM-3-H2;For each dataset, the hosting environment maintains a globally unique, persistent and resolvable identifier for access and retrieval
generically dependent continuant;preservation metadata;Documents actions that have been undertaken to preserve a digital resource such as migrations and checks sum calculations.
generically dependent continuant;descriptive metadata;Enables identification, location, and retrieval of information resources by users, often including the use of controlled vocabularies for classification and indexing and links to related resources.REFERENCE. DCC/TC3+
generically dependent continuant;DSM-2-H2;Metadata hosting environment provides programmatic access and retrieval (API) for the Dataset Descriptor
realizable entity;organizational leadership;Organizational leadership is: (a) The ability to attract, assess, mobilize and focus energies and talent to work towards a shared purpose aligned with the mandate of the organization. (b) The ability to change culture, processes and priorities within the organization. and, (c) The ability to mentor.
generically dependent continuant;DSM-3-H3;Data Hosting environment utilises controlled terms and/or ontology terms to search within Dataset content.
process;digital archiving;1. In the context of library and archiving communities: Digital archiving is often used interchangeably with digital preservation. 2. In the context of computing: Digital archiving is process of backup and ongoing maintenance as opposed to strategies for long-term digital preservation.
generically dependent continuant;DSM-2-H3;Data hosting environment offers the capability to browse and search related Datasets
process;data dredging;A data mining practice in which large volumes of data are analyzed seeking any possible relationships between data. The traditional scientific method, in contrast, begins with a hypothesis and follows with an examination of the data.
generically dependent continuant;DSM-4-H2;Data Hosting Environment provides semantic querying capability
generically dependent continuant;DSM-0-R1;Contextual Metadata is NOT formally represented in any form
generically dependent continuant;DSM-2-R1;Contextual Metadata is formally represented in the form of a locally defined Domain Model
generically dependent continuant;DSM-1-R1;Contextual Metadata is reported at summary level and represented in the Dataset Descriptor
generically dependent continuant;DSM-2-R4;Contextual Metadata represented in the form of a Domain Model is available in a Human Readable Format
generically dependent continuant;DSM-1-R4;Dataset Descriptor is available in Machine Readable Format
generically dependent continuant;DSM-3-R4;A formal documentation of the adopted Standard Dataset Model is available in a Machine Readable Format
generically dependent continuant;DSM-4-R1;Contextual Metadata is formally represented by a defined set Common Data Elements
