class;term;comment
process;McNemar's test;A chi square test that is used on paired nominal data. It is applied to 2 × 2 contingency tables with a dichotomous trait, with matched pairs of subjects, to determine whether the row and column marginal frequencies are equal (that is, whether there is "marginal homogeneity"). It is named after Quinn McNemar, who introduced it in 1947.
generically dependent continuant;definitive certainty level;
generically dependent continuant;Student's t distribution;A continuous probability distribution that is is used to estimate population parameters when the sample size is small and/or when the population variance is unknown.
generically dependent continuant;data collection objective;An objective specification where the aim is to collect data.
process;Receiver operating characteristic curve analysis;A data transformation that is used to calculate a ROC curve.
generically dependent continuant;high certainty level;
generically dependent continuant;F distribution;A continuous probability distribution that is associated with the f statistic.
generically dependent continuant;inferential statistical data analysis objective;A statistical data analysis objective where the aim is to make inference using population sample data.
process;Yates' chi-squared test;A chi square test that is used in certain situations when testing for independence in a contingency table. In some cases, Yates' correction may adjust too far, and so its current use is limited.
disposition;uncertainty about value system;
generically dependent continuant;gamma distribution;A continuous probability distribution that is a two-parameter family of continuous probability distributions.
generically dependent continuant;exponential distribution;A continuous probability distribution that describes the time between events in a Poisson process, i.e. a process in which events occur continuously and independently at a constant average rate.
process;Cochran–Mantel–Haenszel test;A chi square test that is used in the analysis of stratified or matched categorical data. It allows an investigator to test the association between a binary predictor or treatment and a binary outcome such as case or control status while taking into account the stratification. Unlike the McNemar test which can only handle pairs, the CMH test handles arbitrary strata size. It is named after William G. Cochran, Nathan Mantel and William Haenszel.
generically dependent continuant;uncertainty degree level;
process;point biserial correlation;A special case of the Pearson product-moment correlation. calculated when either the independent variable or dependent variable is dichotomous while the other variable is non-dichotomous
generically dependent continuant;bivariate normal distribution;A continuous probability distribution of two variables that has the traditional bell shape and the distribution of one variable is normal to each and every value of the other variable.
process;data collection from experiment;A data collection process that results in a collection of data generated from an experiment(s).
process;independent component analysis;An inferential statistical data analysis which is used to find the independent components (also called factors, latent variables or sources) by maximizing the statistical independence of the estimated components.
generically dependent continuant;log-normal distribution;A continuous probability that is the distribution of a random variable X if ln(X) is normally distributed
process;data collection from survey;A data collection by sampling process that results in a collection of data generated from an survey(s).
process;goodness of fit;An inferential statistical data analysis used to analyze how well a statistical model fits a set of observations. measures of goodness of fit typically summarize the discrepancy between observed values and the values expected under the model in question.
generically dependent continuant;statistical conclusion validity;An experimental validity that refers to the degree to which conclusions about the relationship among variables based on the data are correct or ‘reasonable’.
process;uncertainty arise condition;
process;Kolmogorov-Smirnov two sample test;A Kolmogorov-Smirnov test that compares two samples.
generically dependent continuant;internal validity;An experimental validity that refers to the degree to which conclusions about causal relationships can be made (e.g. cause and effect), based on the measures used, the research setting, and the whole research design.
process;uncertainty response activity;
process;critical review of assumptions in model;A method that enables to systematically identify and prioritize critical assumptions in (chains of linked) models and provides a framework for the critical appraisal of model assumptions.This method aims to systematically identify, prioritise and analyse importance and strength of assumptions in models.
generically dependent continuant;standardized mortality ratio;A data item which is the ratio of observed deaths in the study group to expected deaths in the general population.
process;uncertainty elimination;
process;mcnemar's test;A normal approximation used on nominal data. applied to 2x2 contingency tables to determine whether the row and column marginal frequencies are equal ("marginal homogeneity").
generically dependent continuant;construct validity;A test validity that refers to the extent to which operationalizations of a construct (i.e., practical tests developed from a theory) do actually measure what the theory says they do. For example, to what extent is a questionnaire actually measuring "intelligence"?
process;individual difference;
generically dependent continuant;statistical model;A directive information entity that represents a mathematical relationship which relates changes in a given response to changes in one or more factors. A statistical model is a formalization of relationships between variables in the form of mathematical equations.
generically dependent continuant;convergent validity;A construct validity that refers to the degree to which a measure is correlated with other measures that it is theoretically predicted to correlate with.
process;material difficult to obtain;
process;levene's test;A data transformation that is specifically an inferential statistic to assess the equality of variances in different sample. tests the null hypothesis that the population variances are equal (called homogeneity of variance or homoscedasticity).
generically dependent continuant;external validity;An experimental validity that refers to the extent to which the (internally valid) results of a study can be held to be true for other cases, for example to different people, places or times. In other words, it is about whether findings can be validly generalized. If the same research study was conducted in those other cases, would it get the same results?
process;rarity of event;Rare or extreme events are events that occur with low frequency, and often refers to infrequent events that have a widespread effect and which might destabilize systems
process;loglinear analysis;A data transformation used for both hypothesis testing and model building to examine the relationship between more than two categorical variables. uses a likelihood ratio statistic that has an approximate chi-square distribution when the sample size is large.
generically dependent continuant;ecological validity;An external validity that refers to the extent to which research results can be applied to real life situations outside of research settings.
process;multiple effects from single cause;
generically dependent continuant;statistical variable;A directive information entity that specifies a data item that can be measured or counted and is used in a statistical analysis.
generically dependent continuant;criterion validity;A test validity that refers to the correlation between the test and a criterion variable (or variables) taken as representative of the construct. In other words, it compares the test with other measures or outcomes (the criteria) already held to be valid. For example, employee selection tests are often validated against measures of job performance (the criterion), and IQ tests are often validated against measures of academic performance (the criterion).
generically dependent continuant;confounding variable specification;A variable specification that specifies a variable that may have a causal impact on both the independent variable and dependent variable. ignoring a confounding variable may bias empirical estimates of the causal effect of the independent variable.
process;partitioning of variance components;Partitioning of the overall variation into assignable components
generically dependent continuant;discriminant validity;A construct validity that tests whether concepts or measurements that are supposed to be unrelated are, in fact, unrelated.
process;instability of event (episodic, self-reversing, spreading);
generically dependent continuant;statistical effect;A directive information entity that shows how changing the settings of a factor changes the response. The effect of a single factor is also called a main effect.
generically dependent continuant;content validity;A test validity that determine whether it covers a representative sample of the behavior domain to be measured through systematic examination of the test content. For example, does an IQ questionnaire have items covering all areas of intelligence discussed in the scientific literature?
process;partially available data;
process;robust multi-array average normalization;A normalization data transformation that used to create normalized gene expression level from microarray raw data. The raw intensity values are background corrected, log2 transformed and then quantile normalized in the RMA normalization process.
process;global sensitivity analysis;Model evaluation performed by varying uncertain factors throughout their entire feasible value space.
generically dependent continuant;hierarchical linear model;
process;significance analysis of microarrays;An inferential statistical data analysis that is established in 2001 by Virginia Tusher, Robert Tibshirani and Gilbert Chu, for determining whether changes in gene expression are statistically significant.
process;screening sensitivity analysis;
process;local sensitivity analysis;Model evaluation performed by varying uncertain factors around specific reference values.
process;multivariate analysis;An inferential statistical data analysis that is used to analyze data that arises from more than one variable
generically dependent continuant;R squared value;A quantitative confidence value that indicates how well data points fit a statistical model - sometimes simply a line or curve. It is a statistic used in the context of statistical models whose main purpose is either the prediction of future outcomes or the testing of hypotheses, on the basis of other related information. It provides a measure of how well observed outcomes are replicated by the model, as the proportion of total variation of outcomes explained by the model.
process;expert elicitation;A structured process to elicit subjective judgements from experts. Expert elicitation in the context of uncertainty quantification aims at a credible and traceable account of specifying probabilistic information regarding uncertainty, in a structured and documented way.
process;power calculation;A data transformation that is used to calculate the power of a statistical analysis.
generically dependent continuant;contingency table;A data item with a specific table layout that allows visualization of the performance of an algorithm. Each column of the matrix represents the instances in a predicted class, while each row represents the instances in an actual class.
process;Numeral Unit Spread Assessment Pedigree;The NUSAP (Numeral Unit Spread Assessment, Pedigree) method aims to provide an analysis and diagnosis of uncertainty. It captures both quantitative dimensions and qualitative dimensions of uncertainty (Funtowicz and Ravetz 1990).
process;Mendelian randomization;An inferential statistical data analysis that uses measured variation in genes of known function to examine the causal effect of a modifiable exposure on disease in non-experimental studies.
process;signal-2-noise statistical analysis;A univariate analysis that calculates the level of a desired signal to the level of background noise to identify which detected signal is more signal than noise. It can be used to identify differentially expressed genes.
process;error propagation equation;Equations aimed to assess how the quantified uncertainties in model inputs propagate in model calculations to produce and uncertainty range in a given model outcome of interest.In statistics, propagation of uncertainty (or propagation of error) is the effect of variables' uncertainties (or errors, more specifically random errors) on the uncertainty of a function based on them. When the variables are the values of experimental measurements they have uncertainties due to measurement limitations (e.g., instrument precision) which propagate due to the combination of variables in the function.
generically dependent continuant;multilevel model;A statistical model of parameters that vary at more than one level. a type of regression model that explicitly takes into account structured/nested data
generically dependent continuant;experimental validity;A validity that refers to whether an experiment (or a study) is able to scientifically answer the questions it is intended to answer.
process;Monte Carlo analysis;A broad class of computational algorithms that rely on repeated random sampling to obtain numerical results.The goal of Monte Carlo analysis is to trace out the structure of the distributions of model output that results from specified uncertainty distributions of model inputs and model parameters.
process;cochran-armitage test;A data transformation used in categorical data analysis when the aim is to assess for the presence of an association between a variable with two categories and a variable with k categories.
process;Wilcoxon signed-rank test;An inferential statistical data analysis used when comparing two related samples, matched samples, or repeated measurements on a single sample to assess whether their population mean ranks differ (i.e. it is a paired difference test). It can be used as an alternative to the paired Student's t-test, t-test for matched pairs, or the t-test for dependent samples when the population cannot be assumed to be normally distributed.
process;Checklist for Model Quality Assistance;An instrument for internal use to assist modellers and users of models in the process of quality control.
process;data collapsing;A data transformation that combines categories or ranges of values to produce a smaller number of categories
process;data collection from observation;A data collection process that results in a collection of data generated from observation(s).
process;univariate analysis;An inferential statistical data analysis that has only one independent variable
generically dependent continuant;2x2 contingency table;A contingency table with two rows and two columns that reports the number of false positives, false negatives, true positives, and true negatives. This allows more detailed analysis than mere proportion of correct guesses (accuracy).
process;scenario analysis;A method that tries to describe logical and internally consistent sequences of events to explore how the future might, could or should evolve from the past and present.
process;statistical association;An inferential statistical data analysis that analyze the relationship between two measured quantities that renders them statistically dependent
process;Gene Set Enrichment Analysis;An inferential statistical data analysis that determines whether an a priori defined set of genes shows statistically significant, concordant differences between two biological states (e.g. phenotypes).
process;Pluralistic fRamework of Integrated uncertainty Management and risk Analysis;A meta approach (organising framework) to structure the process of uncertainty management
process;covariation;A measure of the extent to which two variables are associated. the extent to which two random variables vary together
generically dependent continuant;histogram distribution;A probability distribution that represents the probability distribution corresponding to a histogram of data values.
disposition;technical uncertainty;Technical uncertainty developed as a result of inadequate tools or ambiguous information about techniques. Technical uncertainty arose from difficulties with subjects, equipment, and procedures, including the lack of standard measurement techniques.
generically dependent continuant;Box-Cox distribution;A normal distribution that is the distribution of a random variable X for which the Box–Cox transformation on X follows a truncated normal distribution.
disposition;prognosis uncertainty;
disposition;organizational uncertainty;Organizational uncertainty arose when information was lost or trapped owing to the local division of labor or the circumstances of alliances and collaborations.
disposition;sensitivity disposition;A disposition that inheres in a population of continuant and is realized in a test process (e.g., disease diagnosis).
disposition;moderate degree of certainty;
generically dependent continuant;bipartite graph;A mathematic graph that contains a set of objects (vertices or nodes) decomposed into two disjoint sets such that no two objects within the same set are adjacent.
disposition;detrimental uncertainty;
generically dependent continuant;directed graph;A mathematic graph that a set of objects (vertices or nodes) that are connected together, where all the edges are directed from one object to another. A directed graph is sometimes called a digraph or a directed network.
disposition;positive or neutral certainty;
generically dependent continuant;relational graph;A mathematic graph that a set of objects (vertices or nodes) that are connected via numerous semantic relations.
disposition;detrimental certainty;
generically dependent continuant;derived data from statistical analysis;A data item that is derived from a statistical data analysis.
disposition;statistical uncertainty;Statistical uncertainty is any uncertainty that can be described adequately in statistical terms. Statistical uncertainty can apply to any location in the model, even to model structure uncertainties, as long as the deviation from the true value can be characterised statistically.Statistical uncertainty is what is usually referred to as‘‘uncertainty’’in the natural sciences.
generically dependent continuant;derived data from descriptive statistical analysis;A data item that is derived from a descriptive statistical data analysis.
generically dependent continuant;mathematic graph;An information content entity that represents a set of objects (vertices or nodes) where some pairs of objects are connected by links.
disposition;positive uncertainty;
generically dependent continuant;hierarchical tree;A mathematic graph that a set of objects (vertices or nodes) that are connected in a hierarchical from.
disposition;determinism;Determinism is the ideal situation in which we know everything precisely. It is not attainable, but acts as a limiting characteristic at one end of the spectrum.
generically dependent continuant;multiple response variable;A discrete variable which can assume more than one value. A typical example is a survey questionnaire about the use of computers in research. The respondents were asked to indicate the purpose(s) for which they use computers in their research work. The respondents could score more than one category.
process;behavioural variability;‘non-rational’behaviour, discrepancies between what people say and what they actually do (cognitive dissonance), or deviations of ‘standard’ behavioural patterns (micro-level behaviour).
generically dependent continuant;continuous variable;A continuous variable over a particular range of the real numbers is one whose value in that range must be such that, if the variable can take values a and b in that range, then it can also take any value between a and b.
process;societal variability;the chaotic and unpredictable nature of societal processes (macro-level behaviour). The need to consider societal and institutional processes as a major contributor to uncertainty due to variability can be inferred from various papers of Funtowicz, Ravetz, and de Marchi.
generically dependent continuant;continuous ordinal variable;A continuous variable that occur when the measurement is continuous
disposition;probability;
generically dependent continuant;ratio-scale variable;A continuous variable that is a continuous positive measurement on a nonlinear scale
disposition;complexity-induced uncertainty;
generically dependent continuant;discrete variable;A statistical variable over a particular range of real values is one for which, for any value in the range that the variable is permitted to take on, there is a positive minimum distance to the nearest other permissible value.
process;technological surprise;New developments or breakthroughs in technology or unexpected consequences (‘side-effects’) of technologies.
generically dependent continuant;interval-scale variable;A continuous variable that has order and equal intervals.
process;sampling error in the measurement;Sampling error is the error associated with the degree to which the sample is representative.
generically dependent continuant;dummy variable;A quantitative variable can be transformed into a categorical variable, called a dummy variable by recoding the values
disposition;taxonomic uncertainty;Taxonomic uncertainty arose as they tried to develop classification systems (for example, what kind of thing was epilepsy?).
generically dependent continuant;preference variable;A preference variable is a specific discrete variable, whose value is either in a decreasing or increasing order.
disposition;diagnostic uncertainty;Diagnostic uncertainty arose when investigators attempted to fit a particular case into their taxonomies.
generically dependent continuant;nominal variable;A discrete variable that allows for only qualitative classification
disposition;vagueness;vagueness is associated with the lack of precise or sharp distinctions or boundaries
generically dependent continuant;discrete ordinal variable;A nominal variable, but its different states are ordered in a meaningful sequence
disposition;ambiguity;Ambiguity, on the other hand, is associated with one-to-many relations, that is, situations in which several alternatives are left unspecified or a desired categorization of an element is left undecided due to ignorance.
process;inherent randomness of nature;the chaotic and unpredictable nature of natural processes
disposition;input uncertainty;
generically dependent continuant;mediating variable;A statistical variable that specifies a variable describing how, rather than when, effects will occur by accounting for the relationship between the independent and dependent variables. A mediating relationship is one in which the path relating A to C is mediated by a third variable (B).
specifically dependent continuant;hospital unit shift rate;A rate of unit shif in a hospital.
disposition;parameters uncertainty;
generically dependent continuant;moderator variable;A statistical variable that specifies a variable affecting the direction and/or strength of the relation between dependent and independent variables. occurs when the relationship between two variables depends on a third variable
generically dependent continuant;transformed data item;A data item that is produced as the output of a data transformation.
disposition;model outcome uncertainty;This is the accumulated uncertainty caused by the uncertainties in all of the above locations (context, model, inputs, and parameters) that are propagated through the model and are reflected in the resulting estimates of the outcomes of interest.
process;data collection from eMedical record;A data collection process that results in a collection of data generated from eMedical record(s).
disposition;external driving forces uncertainty;Uncertainty about the external driving forces that produce changes within the system (the relevant scenario variables and policy variables) and the magnitude of the forces (the values of the scenario and policy variables).
generically dependent continuant;bartlett's test;A test statistic of whether k samples are from populations with equal variances.
specifically dependent continuant;mortality rate;A rate of deaths (in general, or due to a specific cause) that in a particular population, scaled to the size of that population, per unit of time.
disposition;system data uncertainty;Uncertainty about the systemdata that ‘drive’ themodel and typically quantify relevant features of the reference system and its behaviour (e.g. land-use maps, data on infrastructure (roads, houses)). Uncertainty about system data is generated by a lack of knowledge of the properties (including both the deterministic and the stochastic properties) of the underlying system and deficiencies in the description of the variability that can be an inherent feature of some of the phenomena under observation.
generically dependent continuant;mixed model;A statistical model containing both fixed effects and random effects, that is mixed effects.
process;non-parametric test;A statistical hypothesis test that is not based on any parameterized family of probability distributions.
disposition;moral uncertainty;Moral uncertainty stems from the underlying moral issues related to action and inaction in any given case. De Marchi notes that, though similar to legal responsibility, moral guilt may occur absent legal responsibility when negative consequences might have been limited by the dissemination of prior information or more effective management for example. "Moral uncertainty is linked to the ethical tradition of a given country be it or not enacted in legislation (juridical and societal norms, shared moral values, mores), as well as the psychological characteristics of persons in charge, their social status and professional roles" (De Marchi, 1994). Moral uncertainty would typically be high when moral and ethical dimensions of an issue are central and participants have a range of understandings of the moral imperatives at stake.
process;probability density function;A data transformation that represents a mathematical function describing the relative likelihood of a continuous random variable to take on a value.
disposition;societal uncertainty;Communities from one region to another may differ in the set of norms, values, and manner of relating characteristic of their societies. This in turn can result in differences in approach to decision making and assessment. Some salient characteristics of these differences will be different views about the role of consensus versus conflict, on locating responsibility between individuals and larger groups, on views about the legitimacy and role of social and private institutions, and on attitudes to authority and expertise. From De Marchi (1994). Societal uncertainty would typically be high when decisions involve substantial collaboration among groups characterized by divergent decision making styles.
generically dependent continuant;weighted kappa;A weighted data that measures the agreement for categorical data. a generalization of the Kappa statistics to situations in which the categories are not equal in some respect so weighted by an objective or subjective function
process;eMedical record data transformation;A data transformation in statistics that processes the data matrix collected from eMedical records to a form that is ready for further data analysis.
disposition;scientific uncertainty;Scientific uncertainty refers to uncertainty which emanates from the scientific and technical dimensions of a problem as opposed to the legal, moral, societal, institutional, proprietary, and situational dimensions outlined by De Marchi et al. Scientific uncertainty is intrinsic to the processes of risk assessment and forecasting.
generically dependent continuant;median;A center value that separates the higher half from the lower half of the data sample, population, or probability distribution
disposition;medical test sensitivity disposition;A sensitivity disposition that is related to a medical test and inheres in a population of organism.
disposition;legal uncertainty;Legal uncertainty is relevant "wherever agents must consider future contingencies of personal liability for their actions (or inactions)". High legal uncertainty can result in defensive responses in regard to both decision making and release of information. Legal uncertainty may also play a role where actions are conditioned on the clarity or otherwise of a legal framework in allowing one to predict the consequences of particular actions.
generically dependent continuant;chi-square distribution;A probability distribution that with k degrees of freedom is the distribution of a sum of the squares of k independent standard normal random variables.
generically dependent continuant;rank order;A data item that represents an arrangement according to a rank, i.e., the position of a particular case relative to other cases on a defined scale.
process;Durbin test;A non-parametric test that was proposed by James Durbin and is used for for balanced incomplete designs.
disposition;institutional uncertainty;Institutional uncertainty is in some sense a subset of societal uncertainty, and refers more specifically to the role and actions of institutions and their members. Institutional uncertainty stems from the "diverse cultures and traditions, divergent missions and values, different structures, and work styles among personnel of different agencies" (De Marchi, 1994). High institutional uncertainty can hinder collaboration or understanding among agencies, and can make the actions of institutions difficult to predict.
generically dependent continuant;likelihood ratio;A quantitative confidence value that expresses how many times more likely the data are under one model than the other.
process;Friedman test;A special case of the Durbin test that was proposed by Milton Frieman and is applicable to complete block designs. Friedman test detects the differences in treatments across multiple test attempts. The procedure involves ranking each row (or block) together, then considering the values of ranks by columns.
generically dependent continuant;type I error;A statistical error that the null hypothesis is true but has been rejected. a test result that indicates a given condition has been fulfilled, when it actually has not been fulfilled
disposition;recognized ignorance;Recognised ignorance is fundamental uncertainty about the mechanisms and functional relationships being studied. We know neither the functional relationships nor the statistical properties and the scientific basis for developing scenarios is weak.
generically dependent continuant;type II error;A statistical error that the null hypothesis is false but has been accepted. a test result indicates that a condition failed, while it actually was successful.
process;normal distribution transformation;A data transformation process that transforms a data set to a normal distribution.
disposition;reducible ignorance;Reducible ignorance may be resolved by conducting further research, which implies that it might be possible to somehow achieve a better understanding.
disposition;measurement uncertainty;Measurement uncertainty stems from the fact that measurements can practically never precisely represent the ‘‘true’’ value of that which is being measured.
generically dependent continuant;derived data from inferential statistical analysis;A data item that is derived from an inferential statistical data analysis.
disposition;scenario uncertainty;Scenario uncertainty can manifest itself in various ways – for example, (a) as a range in the outcomes of an analysis due to different underlying assumptions, (b) as uncertainty about which changes and developments (e.g., in driving forces or in system characteristics) are relevant for the outcomes of interest, or (c) as uncertainty about the levels of these relevant changes.
generically dependent continuant;balanced design;An experimental design where all cells (i.e. treatment combinations) have the same number of observation
generically dependent continuant;data set following normal distribution;A data set that follows a normal distribution
disposition;context uncertainty;Context uncertainty includes uncertainty about the external economic, environmental, political, social, and technological situation that forms the context for the problem being examined. The context could fall within the past, the present, or the future.
generically dependent continuant;case-control study design;A study design that starts with the outcome of interest and works backward to the exposure. For instance, patients with a disease are identified and compared with controls for exposure to a risk factor.
generically dependent continuant;numerical data set;A data set that is an aggregate of numerical data item.
disposition;model uncertainty;Model uncertainty is associated with both the conceptual model (i.e., the variables and their relationships that are chosen to describe the system located within the boundaries and thus constituting the model complex) and the computer model.
process;F test;A statistical hypothesis test in which the test statistic has an F-distribution under the null hypothesis
disposition;irreducible ignorance;Irreducible ignorance applies when neither research nor development can provide sufficient knowledge about the essential relationships.
process;mann-whitney U test;A non-parametric test of the null hypothesis that two populations are the same against an alternative hypothesis
generically dependent continuant;data set following probability distribution;A data set that follows a probability distribution
disposition;total ignorance;Total ignorance is the other extreme from determinism on the scale of uncertainty, which implies a deep level of uncertainty, to the extent that we do not even know that we do not know.
generically dependent continuant;complex sample design;A data sampling design that is designed to generate complex samples where sample members do not have equal probability of being selected.
process;data collection from document;A data collection process that results in a collection of data generated from document(s).
generically dependent continuant;kappa statistic;A statistic test for several similar measures of agreement used with categorical data. typically used in assessing the degree to which two or more raters, examining the same data, agree on assigning data to categories
generically dependent continuant;cohort study design;A study design that starts with an exposure and moves forward to the outcome of interest, even if the data are collected retrospectively. As an example, a group of patients who have variable exposure to a risk factor of interest can be followed over time for an outcome.
disposition;model structure uncertainty;uncertainty about the form of the model itself. Model structure uncertainty arises from a lack of sufficient understanding of the system (past, present, or future) that is the subject of the policy analysis, including the behaviour of the system and the interrelationships among its elements.
generically dependent continuant;randomized controlled trial design;A study design in which patients are randomly assigned to two or more interventions.
