class;term;comment
generically dependent continuant;prevalence estimation;A surveillance objective focusedon gathering data to estimate the true or apparent prevalence of a hazard in a given population.
quality;endemic;The state of a disease, infection or other condition being maintained in a population without the need of external outputs. The population involved and their geographical location should be specified when defining an endemic state. Present in a community or common among a group of people. said of a disease prevailing continually in a region
generically dependent continuant;detect hazard introduction purpose;
generically dependent continuant;stratified random sampling;
generically dependent continuant;maintaining hazard freedom purpose;
generically dependent continuant;informing health intervention purpose;
process;Baseline surveillance;A surveillance sampling strategy in which baseline is established at the beginning of a study or project by the selection of sample units via random sampling.
generically dependent continuant;outbreak control purpose;
generically dependent continuant;targeted sampling;A surveillance sampling strategy in which an aspired outcome is explicity stated.
generically dependent continuant;hazard control purpose;
process;Screening for Variants of Concern (VoC);A targeted surveillance strategy in which the aim is early detection of variants of concern (VoC) in individuals.
generically dependent continuant;detect changes in hazard occurrence purpose;
process;Targeted surveillance;A surveillance sampling strategy in which an aspired outcome is explicity stated.
generically dependent continuant;hazard erradication purpose;
generically dependent continuant;convenience sampling;
generically dependent continuant;census sampling;
generically dependent continuant;systematic random sampling;
generically dependent continuant;simple random sampling;A sampling strategy in which population units are selected such that each possible unit has a fixed and known or equal probability of selection.
generically dependent continuant;purposeful sampling;
generically dependent continuant;risk-based sampling;
generically dependent continuant;reporting protocol;A reporting protocol, generally used within a surveillance activity, detailing what are the reporting obligations associated with a specific surveillance target in a specific area, the reporting chain (who is obliged to report and how is the information flow from reporting), and any eventual incentives for reporting.
generically dependent continuant;sampling design protocol;A sampling scheme design to meet a specific surveillance objective and/or purpose of a surveillance activity.
generically dependent continuant;diagnostic protocol;A protocol that describes which diagnostic test or tests will be used to identify animals (or another epidemiological unit) infected with a specific pathogen, possibly in more than one round of screening.
generically dependent continuant;diagnostic protocol;A protocol to be used within a surveillance activity to classify epidemiological units according to a specific outcome.
generically dependent continuant;specimen collection protocol;A protocol detailing how specimens will be collected as part of the data gathering phase of a surveillance activity.
generically dependent continuant;surveillance methods specification;An action specification for specific actions to be taken as part of a health surveillance activity.
generically dependent continuant;objective sampling;
generically dependent continuant;assay datum;Information about an assay which can be used to find of qualify/classify assays.
generically dependent continuant;diagnostic test type;A test category used to group diagnostic tests based on generla characteristics, such as the target for detection (antigen or antibody).
