class;term;comment
fiat object;improved fallow;Woody species planted and left to grow during fallow.
fiat object;stone mulch;A mulch where stones are used to cover soil surface.
process;agroforestry;A land-use systems and technologies where woody perennials (trees, shrubs, palms, bamboos, etc.) are deliberately used on the same land-management units as agricultural crops and/or animals, in some form of spatial arrangement or temporal sequence
fiat object;leave mulch;A mulch where tree leaves are used to cover soil surface.
generically dependent continuant;agronomic experimental design;A plan specification that states how treatments are allocated to the experimental units during an agronomic trial. It refers to the conceptual framework within which the experiment is conducted.
process;agrisilviculture;A combination of crops and trees on the same land at the same time.
process;silvopasture;An agricultural process in which the integration of trees or shurbs, pasture and grazing livestock operations on the same land is deliberate.
process;multistrata agroforestry;A perennial cropping system featuring multiple layers or strata occupied by different trees and other perennial crops.
process;organisms augmentation process;A biological pest control process in which organisms that help to manage pests are released to boost the naturally occurring population.
quality;percent of experiment area damaged;Percentage of the area of the experiment damaged due to a complication during the experiment.
process;organisms conservation process;A biological pest control process in which suitable habitat or food are provided to the naturally occurring population of organisms that help to manage pests.
process;soil analysis process;A planned process in which an analysis of soil is performed to determine soil characteristics.
process;mechanical pest destruction process;A mechanical pest control process in which pests are killed.
process;mechanical pest exclusion process;A mechanical pest control process in which pests are kept away.
fiat object;compost mulch;A mulch where compost is used to cover soil surface.
process;deficit irrigation process;Application of water below full crop requirements compared to a control of conventional irrigation.
fiat object;wood chips mulch;A mulch where wood chips are used to cover soil surface. Wood chips are a byproduct of the pruning of trees.
process;alternate partial rootzone irrigation process;An irrigation process in which part of the root is exposed to drying soil and the remaining is irrigated in accordance with crop requirements and soil drying rate.
fiat object;bark mulch;A mulch where the outer corky bark layer of timber trees, shredded or not, are used to cover soil surface.
process;supplemental irrigation;An irrigation process in which small amounts of water are added to essentially rainfed crops during times when rainfall fails to provide sufficient moisture for normal plant growth.
process;organisms importation process;A biological pest control process in which organisms that will help to manage pests are introduced to a new locale where they do not occur naturally.
process;water harvesting;The active collection and storage of water runoff.
quality;soil analysis date;The time of a soil analysis process
quality;experiment date;The time of an experiment
material entity;fresh crop residue;Fresh crop residue
material entity;dry crop residue;Crop residue that have been dried
quality;chemical weeding date;The time of a chemical weeding process
quality;mechanical control weeding date;The time of a mechanical control weeding process
quality;relay cropping experiment date;The time of a relay cropping experiment
quality;regulation of grazing date;The time of a regulation of grazing
generically dependent continuant;hill distribution;Planting is done on flat-top circular mounds.
process;mechanical pest removal process;A mechanical pest control process in which pests are removed without being killed.
generically dependent continuant;row distribution;Planting is done in lines.
generically dependent continuant;band application on surface;An band application in which a material entity is applied in bands on surface.
process;mulching process;A planned process in which a layer of material is apply to the soil surface to conserve moisture, improve soil fertility, reduce pests population and enhance the visual appeal of the area.
generically dependent continuant;row on bed distribution;Planting distribution where the crop zone and the traffic lanes (wheel tracks or furrows) are distinctly and permanently separated. Soil is moved from the traffic lanes and added to the crop zone, slightly raising the surface level of the crop zone
generically dependent continuant;band application beneath surface;An band application in which a material entity is applied in bands below surface.
process;liming process;A planned process in which a liming material is applied to soil to reduce acidity.
generically dependent continuant;uniform distribution;Planting is done on all the field surface.
generically dependent continuant;broadcast incorporated;An broadcast application method in which a material entity is uniformly incorportated to an area.
material entity;water tank;A manufactured container within which water is stored.
site;grass strip;A vegetated area which includes strips of grass within a field or farm created for erosion control, typically they are placed along contour lines.
generically dependent continuant;planting distribution;Pattern used to plant crop in field.
material entity;previous crop;A crop cultivated on a same location before the current crop.
quality;wind speed sensor siting height;Distance between the ground and the wind speed sensor.
material entity;pregerminated seed;Seed soaked in water until the physical process of germination, the penetration of the root though the seed coat, has occurred.
quality;slope shape;Shape quality that refers to the general shape of a slope in both vertical and horizontal directions.
generically dependent continuant;broadcast on surface;An broadcast application method in which a material entity is uniformly applied to the surface of an area.
material entity;plant cutting;Piece of a plant, often piece of the stem or root, that is used for vegetative propagation.
quality;field maximum length;Maximum length of an agromical field.
generically dependent continuant;localized application;Application of input into the soil close to the seed or plant.
material entity;ratoon;A shoot of a perennial plant.
object;weather station;An observation post where weather conditions and meteorological data are observed and recorded and reported.
material entity;draft animal;Organism used to pull agricultural implements.
quality;temperature sensor siting height;Distance between the ground and the temperature sensor.
material entity;hedgerow trees;Tree plantings which are grown in hedgerows but have been allowed to reach their full height and width.
fiat object;fodder bank;Fodder collected to provide cattle farmers with high quality fodder for the dry season.
material entity;buffer planting;Fence where one or more rows of trees and/or shrubs are specifically planted to provide a visual screen or intercept light, odour, dust, and noise or a combination thereof.
process;taungya farming;An agroforestry process where peasant farmers are permitted to seed crops between trees during the establishment phase of plantation forestry.
process;forest garden practice;An agroforestry practice based on trees, shrubs and perennial plants to create a carefully designed and maintained ecosystem of useful plants modelled on the structure of young natural woodland, utilising plants of direct and indirect benefit to people.
material entity;farm woodland;Woodlands which exist in farms.
material entity;scattered trees;Trees which have ecological functions in landscapes like offering shelter and food sources for animals, enhancing landscape connectivity by acting as stepping stones, and functioning as nuclei for plant regeneration in disturbed landscapes.
material entity;windbreak;Windbreaks are linear plantings of trees and shrubs designed to enhance crop production, protect people and livestock, and benefit soil and water conservation.
material entity;timberbelt;Multiple row windbreaks that are planted for both production of tree crops and environmental benefits like wind protection, soil conservation, wildlife habitat.
material entity;live fence;Fence established by planting large cuttings, that easily produce roots and on which several strings of wire are attached with the obvious purpose of keeping livestock in or out.
material entity;boundary planting;Live fence made of trees. Boundary planting are used to delimitate property, agricultural fields, pastures, roads or any other place where fences might be located.
site;research station field;Experimental site in which the experiment is done in a the field of a research station.
site;greenhouse;An experimental site in which the experiment is performed in a structure with walls and roof made chiefly of transparent material, such as glass, with the possibility to regulate climatic conditions.
site;governmental forest;Experimental site where the experiment is done in a forest owned by a government.
site;private forest;Experimental site where the experiment is done in a private forest.
site;experimental site;Location where the experiment is implemented.
site;farmer field;Experimental site in which the experiment is implemented on the field of a farmer.
quality;diammonium hydrogen phosphate area density;An area density quality which inheres in diammonium hydrogen phosphate by virtue of some influence exerted by the mass of diammonium hydrogen phosphate applied in a given surface area.
quality;copper(II) sulfate area density;An area density quality which inheres in copper(II) sulfate by virtue of some influence exerted by the mass of copper(II) sulfate applied in a given surface area.
quality;cyanoguanidine area density;An area density quality which inheres in cyanoguanidine by virtue of some influence exerted by the mass of cyanoguanidine applied in a given surface area.
quality;calcium cyanamide area density;An area density quality which inheres in calcium cyanamide by virtue of some influence exerted by the mass of calcium cyanamide applied in a given surface area.
quality;calcium dichloride area density;An area density quality which inheres in calcium dichloride by virtue of some influence exerted by the mass of calcium dichloride applied in a given surface area.
quality;calcium nitrate area density;An area density quality which inheres in calcium nitrate by virtue of some influence exerted by the mass of calcium nitrate applied in a given surface area.
quality;calcium oxide area density;An area density quality which inheres in calcium oxide by virtue of some influence exerted by the mass of calcium oxide applied in a given surface area.
quality;ammonium thiosulfate area density;An area density quality which inheres in ammonium thiosulfate by virtue of some influence exerted by the mass of ammonium thiosulfate applied in a given surface area.
quality;calcium ammonium nitrate area density;An area density quality which inheres in calcium ammonium nitrate by virtue of some influence exerted by the mass of calcium ammonium nitrate applied in a given surface area.
quality;calcium bis(dihydrogenphosphate) area density;An area density quality which inheres in calcium bis(dihydrogenphosphate) by virtue of some influence exerted by the mass of calcium bis(dihydrogenphosphate) applied in a given surface area.
quality;calcium carbonate area density;An area density quality which inheres in calcium carbonate by virtue of some influence exerted by the mass of calcium carbonate applied in a given surface area.
quality;ammonium sulfate area density;An area density quality which inheres in ammonium sulfate by virtue of some influence exerted by the mass of ammonium sulfate applied in a given surface area.
quality;ammonium sulfate nitrate area density;An area density quality which inheres in ammonium sulfate nitrate by virtue of some influence exerted by the mass of ammonium sulfate nitrate applied in a given surface area.
quality;ammonium sulfate urea area density;An area density quality which inheres in ammonium sulfate urea by virtue of some influence exerted by the mass of ammonium sulfate urea applied in a given surface area.
quality;ammonium nitrate area density;An area density quality which inheres in ammonium nitrate by virtue of some influence exerted by the mass of ammonium nitrate applied in a given surface area.
quality;ammonium nitrate phosphate area density;An area density quality which inheres in ammonium nitrate phosphate by virtue of some influence exerted by the mass of ammonium nitrate phosphate applied in a given surface area.
quality;ammonium phosphate sulfate area density;An area density quality which inheres in ammonium phosphate sulfate by virtue of some influence exerted by the mass of ammonium phosphate sulfate applied in a given surface area.
quality;ammonium polyphosphate area density;An area density quality which inheres in ammonium polyphosphate by virtue of some influence exerted by the mass of ammonium polyphosphate applied in a given surface area.
quality;ammonium dihydrogen phosphate area density;An area density quality which inheres in ammonium dihydrogen phosphate by virtue of some influence exerted by the mass of ammonium dihydrogen phosphate applied in a given surface area.
quality;ammonium magnesium phosphate area density;An area density quality which inheres in ammonium magnesium phosphate by virtue of some influence exerted by the mass of ammonium magnesium phosphate applied in a given surface area.
quality;ammonium magnesium phosphate hexahydrate area density;An area density quality which inheres in ammonium magnesium phosphate hexahydrate by virtue of some influence exerted by the mass of ammonium magnesium phosphate hexahydrate applied in a given surface area.
quality;urea ammonium nitrate area density;An area density quality which inheres in urea ammonium nitrate by virtue of some influence exerted by the mass of urea ammonium nitrate applied in a given surface area.
quality;zinc sulfate area density;An area density quality which inheres in zinc sulfate by virtue of some influence exerted by the mass of zinc sulfate applied in a given surface area.
quality;potassium nitrate area density;An area density quality which inheres in potassium nitrate by virtue of some influence exerted by the mass of potassium nitrate applied in a given surface area.
quality;sodium nitrate area density;An area density quality which inheres in sodium nitrate by virtue of some influence exerted by the mass of sodium nitrate applied in a given surface area.
quality;sodium selenate area density;An area density quality which inheres in sodium selenate by virtue of some influence exerted by the mass of sodium selenate applied in a given surface area.
quality;urea area density;An area density quality which inheres in urea by virtue of some influence exerted by the mass of urea applied in a given surface area.
quality;potassium dihydrogen phosphate area density;An area density quality which inheres in potassium dihydrogen phosphate by virtue of some influence exerted by the mass of potassium dihydrogen phosphate applied in a given surface area.
quality;potassium metaphosphate area density;An area density quality which inheres in potassium metaphosphate by virtue of some influence exerted by the mass of potassium metaphosphate applied in a given surface area.
quality;potassium chloride area density;An area density quality which inheres in potassium chloride by virtue of some influence exerted by the mass of potassium chloride applied in a given surface area.
quality;magnesium oxide area density;An area density quality which inheres in magnesium oxide by virtue of some influence exerted by the mass of magnesium oxide applied in a given surface area.
quality;magnesium sulfate area density;An area density quality which inheres in magnesium sulfate by virtue of some influence exerted by the mass of magnesium sulfate applied in a given surface area.
quality;phosphoric acid area density;An area density quality which inheres in phosphoric acid by virtue of some influence exerted by the mass of phosphoric acid applied in a given surface area.
quality;potassium carbonate area density;An area density quality which inheres in potassium carbonate by virtue of some influence exerted by the mass of potassium carbonate applied in a given surface area.
quality;gypsum area density;An area density quality which inheres in gypsum by virtue of some influence exerted by the mass of gypsum applied in a given surface area.
quality;limestone area density;An area density quality which inheres in limestone by virtue of some influence exerted by the mass of limestone applied in a given surface area.
quality;magnesium carbonate area density;An area density quality which inheres in magnesium carbonate by virtue of some influence exerted by the mass of magnesium carbonate applied in a given surface area.
quality;magnesium nitrate area density;An area density quality which inheres in magnesium nitrate by virtue of some influence exerted by the mass of magnesium nitrate applied in a given surface area.
process;on farm experiment;Agricultural experiment performed on a farm.
process;on station experiment;Agricultural experiment performed on a research station.
process;crop residue incorporation process;Incorporation of crop residue into soil.
process;crop residue mulching process;A process in which crop residue are mulched
